STOCK_CODE;COMPANY;SECTOR;SECOND_SECTOR; STOCK_PRICE ;STOCK_TYPE; VALUATION ;STOCK_AVAILABLE_AMOUNT;AVG_21_NEGOCIATION;DIVIDEND_PERIOD;DIVIDEND_LAST_PRICE;DIVIDEND_TOTAL_VALUE_SHARED;NET_PROFIT;DIVIDEND_YELD;AVG_PAYOUT_12_MONTHS;AVG_PAYOUT_5_YEARS;MAJOR_SHARE_HOLDER
BAZA3;BANCO DA AMAZONIA S.A. - BANCO DA AMAZÃ”NIA S.A.;Financeiros;Bancos; R$23,97 ;ON; R$710.615.000,00 ;29646000;30285.0;0.0;0.0338;19.143.108.715.232;44664000.0;0.027;0.428603;0.0;BB FGO FUNDO DE INVESTIMENTO EM AÃ‡Ã•ES
BBAS3;BANCO DO BRASIL S.A. - BANCO DO BRASIL S.A.;Financeiros;Bancos; R$44,38 ;ON; R$127.167.000.000,00 ;2865420000;524912000.0;0.0;0.014;4.324.499.742.583.730;11979700000.0;0.034;0.360986;0.0;AcoesTesouraria
BBDC3;BANCO BRADESCO S.A. - BANCO BRADESCO SA;Financeiros;Bancos; R$32,48 ;ON; R$218.261.000.000,00 ;6719860000;87915300.0;0.0;0.1726;2.617.392.833.207.540;17795800000.0;0.012;0.147079;0.0;FundaÃ§Ã£o Bradesco
BBRK3;BR Brokers - BRASIL BROKERS PARTICIPAÃ‡Ã•ES SA;ConstruÃ§Ã£o e Engenharia;IntermediaÃ§Ã£o ImobiliÃ¡ria; R$5,70 ;ON; R$206.786.000,00 ;36278300;1024360.0;0.0;0.3728;0.0;-106844000.0;0.0;0.0;0.0;Invesco Ltd.
BBTG13;BTG PACTUAL - BTG PACTUAL PARTICIPATIONS. LTD.;Financeiros;GestÃ£o de Recursos e Investimentos; R$-   ;PN; R$-   ;10000;0.0;0.0;0.0;0.0;-257451000.0;0.0;0.0;0.0;
BDLL3;BAEDELLA - BARDELLA SA INDS MECANICAS;MÃ¡quinas e Equipamentos;MÃ¡qs. e Equips. Industriais; R$51,00 ;ON; R$81.600.000,00 ;1600000;0.0;0.0;0.0;0.0;-110942000.0;0.0;0.0;0.0;Fundo de Inv. JaburÃ¡ AÃ§Ãµes
BECE3;BEC - BANCO DO ESTADO DO CEARA S/A BEC;;; R$9,10 ;ON; R$841.468.000,00 ;92469000;0.0;0.0;0.0;0.0;-246262000.0;0.0;0.0;0.0;
BEEF3;Minerva - MINERVA S/A;Alimentos;Carnes e Derivados; R$4,91 ;ON; R$1.849.530.000,00 ;376687000;12058900.0;0.0;0.2643;0.0;-1486070000.0;0.0;0.0;0.0;FMR LLC
BEES3;BANESTES S/A - BANESTES SA BANCO ESTADO ESPIRITO SANTO;Financeiros;Bancos; R$4,14 ;ON; R$1.307.880.000,00 ;315913000;94527.0;0.0;0.0029;78.866.157.966.102;187323000.0;0.06;0.421017;0.0;Outros
BELG3;BELGO - COMPANHIA SIDERÃšRGICA BELGO-MINEIRA;;; R$1.375,50 ;ON; R$895.441.000,00 ;650993000;0.0;0.0;0.0;0.0;2508410000.0;0.0;0.0;0.0;
BEMA3;Bematech - BEMATECH IND COM EQUIP ELETRONICOS SA;Computadores e Equipamentos;Computadores e Equipamentos; R$10,80 ;ON; R$556.934.000,00 ;51568000;0.0;0.0;0.1585;0.0;36355000.0;0.0;0.0;0.0;
BERG3;BERGAMO - BERGAMO CIA INDUSTRIAL;;; R$33,00 ;ON; R$-   ;0;0.0;0.0;0.0;0.0;-9796000.0;0.0;0.0;0.0;
BESP3;BANESPA - BANCO DO ESTADO DE SAO PAULO S.A. - BANESPA;;; R$330,00 ;ON; R$12.786.800.000,00 ;38747800000;0.0;0.0;0.0;0.0;1232260000.0;0.0;0.0;0.0;
BFIT3;BANCO SUDAMERIS BRASIL SA - BANCO SUDAMERIS BRASIL SA;;; R$0,98 ;ON; R$3.812.740.000,00 ;3890550000;0.0;0.0;0.0;0.0;206183000.0;0.0;0.0;0.0;
BGIP3;BANESE - BANCO ESTADO SERGIPE SA;Financeiros;Bancos; R$37,00 ;ON; R$565.545.000,00 ;15285000;299.0;0.0;0.2371;23.766.028.363.636;84114000.0;0.042;0.282545;0.0;Governo do Estado de Sergipe
BHGR3;BHG - BHG S.A. - BRAZIL HOSPITALITY GROUP;ExploraÃ§Ã£o de ImÃ³veis;ExploraÃ§Ã£o de ImÃ³veis; R$19,10 ;ON; R$1.186.900.000,00 ;62141400;0.0;0.0;0.0;0.0;-4361000.0;0.0;0.0;0.0;
BICB3;BicBanco - BANCO INDUSTRIAL E COMERCIAL S/A;Financeiros;Bancos; R$8,00 ;ON; R$2.023.230.000,00 ;252904000;0.0;0.0;0.0203;0.0;-859618000.0;0.0;0.0;0.0;
BIOM3;BIOMM SA - BIOMM SA;SaÃºde;Medicamentos e Outros Produtos; R$8,41 ;ON; R$401.855.000,00 ;47783000;71991.0;0.0;0.0;0.0;-38473000.0;0.0;0.0;0.0;Vinci Gas Fundo de Investimento em AÃ§Ãµes
BISA3;BROOKFIELD INCORPORACOES - BROOKFIELD INCORPORACOES S.A.;ConstruÃ§Ã£o e Engenharia;ConstruÃ§Ã£o Civil; R$1,58 ;ON; R$2.116.570.000,00 ;1339600000;0.0;0.0;0.2118;0.0;-1197110000.0;0.0;0.0;0.0;
BKBR3;BK BRASIL - BK BRASIL OPERAÃ‡ÃƒO E ASSESSORIA A RESTAURANTES SA;Hoteis e Restaurantes;Restaurante e Similares; R$20,17 ;ON; R$4.488.350.000,00 ;222526000;18791400.0;0.0;0.0;0.0;66234000.0;0.0;0.0;0.0;
BMEB3;BANCO MERCANTIL DO BRASIL S/A - BANCO MERCANTIL BRASIL SA;Financeiros;Bancos; R$7,12 ;ON; R$373.202.000,00 ;52416000;20081.0;0.0;0.1922;0.0;54993000.0;0.0;0.0;0.0;E2M ESTRATEGIA FIM
BMEF3;BMF - BOLSA DE MERCADORIAS & FUTUROS - BM&F S/A;ServiÃ§os Financeiros Diversos;ServiÃ§os Financeiros Diversos; R$11,00 ;ON; R$11.118.600.000,00 ;1010790000;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
BMKS3;MONARK - BICICLETAS MONARK SA;Viagens e Lazer;Bicicletas; R$290,00 ;ON; R$131.878.000,00 ;454750;1681.0;0.0;17.83;8.049.990.588.235;1934000.0;0.061;4.162.353;0.0;CAIXA PREVIDÃŠNCIA BANCO DO BRASIL - PREVI
BMTO3;BRASMOTOR S.A - BRASMOTOR SA;Utilidades DomÃ©sticas;EletrodomÃ©sticos; R$7,82 ;ON; R$2.239.990.000,00 ;286444000;0.0;0.0;0.2837;0.0;125572000.0;0.0;0.0;0.0;
BNBR3;BANCO DO NORDESTE - BANCO DO NORDESTE DO BRASIL SA;Financeiros;Bancos; R$37,98 ;ON; R$3.280.370.000,00 ;86371000;15361.0;0.0;41.338;147.521.977.258.064;642188000.0;0.045;0.229718;0.0;BB FGEDUC FI MULTIMERCADO
BNCA3;NOSSA CAIXA-NOSSO BANCO - BANCO NOSSA CAIXA S.A.;Financeiros;Bancos; R$70,30 ;ON; R$7.524.630.000,00 ;107036000;0.0;0.0;0.0;0.0;-83325000.0;0.0;0.0;0.0;
BOBR3;BOMBRIL SA - BOMBRIL SA;Prods. de Uso Pessoal e de Limpeza;Produtos de Limpeza; R$-   ;ON; R$-   ;54065000;0.0;0.0;0.1617;0.0;137976000.0;0.0;0.0;0.0;Caixa de Previd. dos Func. Banco do Brasil
BOVH3;Bovespa Hld - BOVESPA HOLDING SA;ServiÃ§os Financeiros Diversos;ServiÃ§os Financeiros Diversos; R$15,71 ;ON; R$11.356.600.000,00 ;722888000;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
BPAC3;BTGP BANCO - BCO BTG PACTUAL S.A.;Financeiros;Bancos; R$8,30 ;ON; R$21.889.100.000,00 ;2637240000;2354.0;0.0;0.0174;12.144.911.453.125;851341000.0;0.055;1.426.562;0.0;Hanover Investments (Luxembourg) S.A.
BPAR3;BANPARÃ S.A. - BANCO ESTADO PARA SA;Financeiros;Bancos; R$151,00 ;ON; R$1.437.820.000,00 ;9522000;0.0;0.0;46.666;254.521.301.261.261;317116000.0;0.177;0.802613;0.0;Outros
BPAT33;Patagonia - BANCO PATAGONIA SA;Financeiros;Bancos; R$20,00 ;PN; R$748.156.000,00 ;748156000;0.0;0.0;73.996;0.0;0.0;0.356;0.0;0.0;
BPHA3;BRAZIL PHARMA S.A. - BR PHARMA;ComÃ©rcio e DistribuiÃ§Ã£o;Medicamentos; R$1,44 ;ON; R$162.837.000,00 ;113081000;93977.0;0.0;0.0077;0.0;-398619000.0;0.0;0.0;0.0;BTGI Stigma LLC
BPIA3;BEP - BANCO DO ESTADO DO PIAUÃ S.A.;Financeiros;Bancos; R$6,10 ;ON; R$82.276.800,00 ;13488000;0.0;0.0;0.0;0.0;14583000.0;0.0;0.0;0.0;
BPNM3;BANCO PAN - BCO PAN S.A.;Financeiros;Bancos; R$-   ;ON; R$-   ;1141810000;0.0;0.0;0.0066;0.0;202764000.0;0.0;0.0;0.0;
BRAP3;BRADESPAR S/A - BRADESPAR S/A;Holdings Diversificadas;Holdings Diversificadas; R$27,83 ;ON; R$9.685.790.000,00 ;348034000;545285.0;0.0;11.682;406.042.970.025;555814000.0;0.042;0.730537;0.0;GAP Asset Management
BRDT3;PETROBRAS BR - PETROBRAS DISTRIBUIDORA S/A;PetrÃ³leo, GÃ¡s e BiocombustÃ­veis;ExploraÃ§Ã£o e/ou Refino e DistribuiÃ§Ã£o; R$24,25 ;ON; R$28.251.200.000,00 ;1165000000;130157000.0;0.0;0.3722;1.665.801.785.714.280;2119000000.0;0.059;0.786126;0.0;
BRFS3;BRF Foods - BRF Foods;Alimentos;Carnes e Derivados; R$21,90 ;ON; R$17.793.200.000,00 ;812473000;141610000.0;0.0;0.1218;0.0;-3315050000.0;0.0;0.0;0.0;AcoesTesouraria
BRGE3;CONSORCIO ALFA - CONSORCIO ALFA DE ADMINISTRAÃ‡ÃƒO SA;Financeiros;Bancos; R$4,02 ;ON; R$296.057.000,00 ;73646000;443.0;0.0;0.0015;0.0;61191000.0;0.0;0.0;0.0;Administradora Fortaleza Ltda.
BRIN3;BR Insurance - BRASIL INSURANCE PARTICIPAÃ‡Ã•ES E ADMINISTRAÃ‡ÃƒO S.A;PrevidÃªncia e Seguros;Corretoras de Seguros; R$18,25 ;ON; R$140.124.000,00 ;7678000;500638.0;0.0;0.026;0.0;-70992000.0;0.0;0.0;0.0;
BRIV3;ALFA DE INVESTIMENTO - BANCO ALFA DE INVESTIMENTO SA;Financeiros;Bancos; R$5,25 ;ON; R$465.155.000,00 ;88601000;1920.0;0.0;0.0327;0.0;53438000.0;0.0;0.0;0.0;Aloysio de Andrade Faria
BRKM3;BRASKEM - BRASKEM S.A.;QuÃ­micos;PetroquÃ­micos; R$46,41 ;ON; R$36.998.900.000,00 ;797219000;73087.0;0.0;18.857;1.516.480.391.698.560;3331330000.0;0.041;0.455218;0.0;Petroleo Brasileiro S.A - Petrobras
BRML3;BR MALLS PARTICIPAÃ‡Ã”ES S/A - BR MALLS PARTICIPACOES S.A.;ExploraÃ§Ã£o de ImÃ³veis;ExploraÃ§Ã£o de ImÃ³veis; R$12,69 ;ON; R$11.064.000.000,00 ;871866000;96338100.0;0.0;0.0662;0.0;-366117000.0;0.007;0.0;0.0;Canada Pension Plan Investment Board
BRPR3;BR PROPERTIES - BR PROPERTIES S.A.;ExploraÃ§Ã£o de ImÃ³veis;ExploraÃ§Ã£o de ImÃ³veis; R$8,31 ;ON; R$3.383.290.000,00 ;407135000;3976030.0;0.0;0.1631;0.0;-20367000.0;0.02;0.0;0.0;GP Real Properties II C, LLC
BRSR3;BANRISUL S/A - BANCO DO ESTADO DO  RIO GRANDE DO SUL SA;Financeiros;Bancos; R$20,62 ;ON; R$8.433.040.000,00 ;408974000;101175.0;0.0;0.0494;472.147.381.433.022;1312520000.0;0.056;0.359726;0.0;Skagen AS
BRTP3;BRASIL TELECOM PARTICIPAÃ‡Ã•ES S.A. - BRASIL TELECOM PARTICIPAÃ‡Ã•ES SA;Telefonia Fixa;Telefonia Fixa; R$35,71 ;ON; R$12.997.300.000,00 ;363969000;0.0;0.0;0.0;0.0;-193254000.0;0.0;0.0;0.0;
BSCT3;BESC S.A. - BANCO DO ESTADO DE SANTA CATARINA SA;Financeiros;Bancos; R$4,05 ;ON; R$680.311,00 ;167978000;0.0;0.0;0.0;0.0;19271000.0;0.0;0.0;0.0;
BSEV3;BIOSEV - BIOSEV S.A.;Alimentos;AÃ§ucar e Alcool; R$3,26 ;ON; R$3.326.600.000,00 ;1020430000;103143.0;0.0;0.0;0.0;-907703000.0;0.0;0.0;0.0;NL PARTICIPATIONS HOLDINGS 4 B.V.
BSGR3;AGF BRASIL SEGUROS - AGF BRASIL SEGUROS SA;;; R$1.091,28 ;ON; R$-   ;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
BSLI3;BRB - BRB-BANCO DE BRASILIA SA;Financeiros;Bancos; R$34,01 ;ON; R$1.234.730.000,00 ;36305000;90.0;0.0;0.4186;98.794.087.686.833;102033000.0;0.08;0.968256;0.0;Outros
BTOW3;B2W - COMPANHIA GLOBAL DO VAREJO - B2W - COMPANHIA GLOBAL DO VAREJO;ComÃ©rcio;Produtos Diversos; R$38,00 ;ON; R$17.376.700.000,00 ;457281000;132163000.0;0.0;0.0073;0.0;-364624000.0;0.0;0.0;0.0;Lojas Americanas S.A.
BTTL3;APABA - BATTISTELLA ADM E PARTIC S.A - APABA;Holdings Diversificadas;Holdings Diversificadas; R$3,03 ;ON; R$46.537.800,00 ;15359000;2743.0;0.0;0.0055;0.0;-9219000.0;0.0;0.0;0.0;J MALUCELLI SMALL CAPS FIA
BUET3;BUETTNER S/A - INDUSTRIA E COMERCIO - BUETTNER SA IND E COMERCIO;Tecidos, VestuÃ¡rio e CalÃ§ados;Fios e Tecidos; R$24,99 ;ON; R$121.077.000,00 ;4845000;0.0;0.0;0.0;0.0;-22181000.0;0.0;0.0;0.0;
CAFE3;CAFE SOLUVEL BRASILIA S/A - CAFE SOLUVEL BRASILIA SA;Alimentos;CafÃ©; R$2,00 ;ON; R$4.369.080,00 ;2184540000;0.0;0.0;0.0;0.0;242156000.0;0.0;0.0;0.0;
CALI3;CAL S/A - CONST ADOLPHO LINDENBERG SA;ConstruÃ§Ã£o e Engenharia;ConstruÃ§Ã£o Civil; R$98,18 ;ON; R$36.523.000,00 ;372000;9301.0;0.0;29.383;0.0;-1546000.0;0.03;0.0;0.0;LDI Desenvolvimento ImobiliÃ¡rio S.A
CAMB3;PENALTY - CAMBUCI SA;Tecidos, VestuÃ¡rio e CalÃ§ados;CalÃ§ados; R$-   ;ON; R$-   ;3855000;0.0;0.0;0.0;0.0;62761000.0;0.0;0.0;0.0;IGUANA FUNDO DE INVESTIMENTOS DE AÃ‡Ã•ES
CAML3;CAMIL - CAMIL ALIMENTOS S.A.;Alimentos;Alimentos Diversos; R$7,16 ;ON; R$2.935.970.000,00 ;410052000;5601650.0;0.0;0.0;64184477.5;260780000.0;0.022;0.246125;0.0;
CARD3;CSU CARDSYST - CSU CARDSYSTEM S.A.;ServiÃ§os;ServiÃ§os Diversos; R$6,95 ;ON; R$290.510.000,00 ;41800000;1790870.0;0.0;0.1042;14.552.010.309.278;40620000.0;0.05;0.358247;0.0;Sul AmÃ©rica Investimentos DTVM S/A
CASN3;CASAN - CIA CAT. DE ÃGUAS E SANEAMENTO - CASAN;Ãgua e Saneamento;Ãgua e Saneamento; R$8,00 ;ON; R$5.720.750.000,00 ;715094000;0.0;0.0;0.0114;0.0;-107113000.0;0.0;0.0;0.0;SC Parcerias
CBEE3;AMPLA ENERG - AMPLA ENERGIA E SERVICOS S.A.;Energia ElÃ©trica;Energia ElÃ©trica; R$25,90 ;ON; R$4.315.820.000,00 ;166634000;1181.0;0.0;0.0118;0.0;225987000.0;0.0;0.0;0.0;Chilectra S.A
CBMA3;COBRASMA S/A - COBRASMA SA;Material de Transporte;Material FerroviÃ¡rio; R$0,01 ;ON; R$1.025.850,00 ;102585000;0.0;0.0;0.0;0.0;-965800000.0;0.0;0.0;0.0;
CCHI3;CHIARELLI - CERAMICA CHIARELLI SA;ConstruÃ§Ã£o e Engenharia;Materiais de ConstruÃ§Ã£o; R$0,02 ;ON; R$1.560.000,00 ;78000000;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
CCIM3;CC DES IMOB - CAMARGO CORREA DESENV. IMOBILIARIO S.A.;ConstruÃ§Ã£o e Engenharia;ConstruÃ§Ã£o Civil; R$5,52 ;ON; R$623.760.000,00 ;113000000;0.0;0.0;0.0;0.0;-37945000.0;0.0;0.0;0.0;
CCPR3;CYRELA COMMERCIAL PROPERTIES SA EMP PART - CYRELA COMMERCIAL PROPERTIES SA EMP PART;ExploraÃ§Ã£o de ImÃ³veis;ExploraÃ§Ã£o de ImÃ³veis; R$8,50 ;ON; R$1.017.140.000,00 ;119664000;399846.0;0.0;10.028;124698476.5;4973020.0;0.118;25.075;0.0;Leo Krakowiak
CCRO3;COMPANHIA DE CONCESSÃ•ES RODOVIÃRIAS - COMPANHIA DE CONCESSÃ•ES RODOVIÃRIAS;Transporte;ExploraÃ§Ã£o de Rodovias; R$11,42 ;ON; R$23.068.400.000,00 ;2020000000;101373000.0;0.0;0.396;1.203.671.262.857.140;1418850000.0;0.052;0.848343;0.0;Lazard Asset Management Securities LLC
CCXC3;CCX CARVAO - CCX CARVÃƒO DA COLÃ”MBIA S.A.;MineraÃ§Ã£o;Minerais MetÃ¡licos; R$3,72 ;ON; R$6.327.720,00 ;1701000;83312.0;0.0;0.0;0.0;-785000.0;0.0;0.0;0.0;Centennial Asset Brazilian Equity Fund
CEBR3;CEB - COMPANHIA ENERGÃ‰TICA DE BRASÃLIA - COMPANHIA ENERGÃ‰TICA DE BRASÃLIA - CEB;Energia ElÃ©trica;Energia ElÃ©trica; R$28,00 ;ON; R$403.648.000,00 ;14416000;0.0;0.0;0.1839;0.0;-44235000.0;0.007;0.0;0.0;GOVERNO DO DISTRITO FEDERAL
CEDO3;CIA. DE FIAÃ‡ÃƒO E TECIDOS CEDRO CACHOEIRA - COMPANHIA DE FIACAO E TECIDOS CEDRO E CACHOEIRA;Tecidos, VestuÃ¡rio e CalÃ§ados;Fios e Tecidos; R$6,80 ;ON; R$68.000.000,00 ;10000000;53.0;0.0;0.2;0.0;49472000.0;0.0;0.0;0.0;Cia Tecidos Norte de Minas - Coteminas
CEEB3;COELBA - CIA ELETRICIDADE DA BAHIA;Energia ElÃ©trica;Energia ElÃ©trica; R$26,60 ;ON; R$6.971.750.000,00 ;262096000;4117.0;0.0;0.2141;111.658.451.692.308;511593000.0;0.016;0.218256;0.0;PREVI - Caixa de PrevidÃªncia dos FuncionÃ¡rios do BB
CEED3;CEEE-D - CIA ESTADUAL DE DISTRIB ENER ELET-CEEE-D;Energia ElÃ©trica;Energia ElÃ©trica; R$37,50 ;ON; R$363.038.000,00 ;9681000;296.0;0.0;0.0;0.0;-1053140000.0;0.0;0.0;0.0;Jacinta Campoi dos Santos
CEGR3;CEG - CIA. DISTRIB. DE GÃS DO RIO DE JANEIRO;GÃ¡s;GÃ¡s; R$33,00 ;ON; R$8.568.050.000,00 ;259638000;600.0;0.0;0.5571;0.0;353444000.0;0.0;0.0;0.0;Outros
CELM3;CELM CIA EQUIP. DE LABORATORIOS MODERNOS - CELM CIA EQUIP LABS MODERNOS;MÃ¡quinas e Equipamentos;MÃ¡qs. e Equips. Hospitalares; R$15,00 ;ON; R$1.740.000,00 ;116000;0.0;0.0;0.0;0.0;-2599000.0;0.0;0.0;0.0;
CEPE3;CELPE - CIA ENERGÃ‰TICA DE PERNAMBUCO - CELPE;Energia ElÃ©trica;Energia ElÃ©trica; R$24,53 ;ON; R$1.830.230.000,00 ;74612000;0.0;0.0;0.0166;0.0;154084000.0;0.0;0.0;0.0;Neoenergia S.A
CESP3;CESP CIA ENERGETICA SAO PAULO - CESP - COMPANHIA ENERGÃ‰TICA DE SÃƒO PAULO;Energia ElÃ©trica;Energia ElÃ©trica; R$20,88 ;ON; R$6.838.260.000,00 ;327503000;334625.0;0.0;0.0381;13.558.249.756.098;133115000.0;0.002;0.101854;0.0;Credit Suisse Securities (Europe)
CGAS3;COMPANHIA DE GÃS DE SÃƒO PAULO - COMGÃS - COMPANHIA DE GÃS DE SÃƒO PAULO - COMGÃS;GÃ¡s;GÃ¡s; R$60,80 ;ON; R$8.027.000.000,00 ;132023000;127298.0;0.0;52.691;577.991.445.418.327;662810000.0;0.072;0.872032;0.0;LAPB POLAND FUNDOS
CGOS3;CELG - COMPANHIA ENERGÃ‰TICA DE GOIÃS - CELG;Energia ElÃ©trica;Energia ElÃ©trica; R$26,20 ;ON; R$858.836.000,00 ;32780000;0.0;0.0;0.0;0.0;-176923000.0;0.0;0.0;0.0;
CGRA3;GRAZZIOTIN - GRAZZIOTIN SA;ComÃ©rcio;Tecidos, VestuÃ¡rio e CalÃ§ados; R$23,95 ;ON; R$484.113.000,00 ;20213500;49452.0;0.0;0.128;27.095.346.455.882;54950300.0;0.056;0.493088;0.0;Verde ServiÃ§os Internacionais S.A
CIEL3;CIELO - CIELO S.A.;ServiÃ§os Financeiros Diversos;ServiÃ§os Financeiros Diversos; R$8,88 ;ON; R$24.125.300.000,00 ;2716820000;155985000.0;0.0;0.5296;3.274.780.871.111.110;3660700000.0;0.136;0.894578;0.0;AcoesTesouraria
CIQU3;CACIQUE - CIA CACIQUE CAFE SOLUVEL;Alimentos;CafÃ©; R$12,49 ;ON; R$311.601.000,00 ;24948000;0.0;0.0;0.1041;0.0;47016000.0;0.0;0.0;0.0;
CLAN3;CLARION - CLARION S.A. AGROINDUSTRIAL ;Alimentos;GrÃ£os e Derivados; R$-   ;ON; R$-   ;158703000;0.0;0.0;0.0;0.0;-10600000.0;0.0;0.0;0.0;
CLSC3;CELESC - CENTRAIS ELETRICAS DE SANTA CATARINA S.A;Energia ElÃ©trica;Energia ElÃ©trica; R$46,00 ;ON; R$1.774.310.000,00 ;38572000;208405.0;0.0;0.2318;17.758.750.515.464;187239000.0;0.01;0.094845;0.0;
CMIG3;CEMIG - CIA ENERG MINAS GERAIS - CEMIG;Energia ElÃ©trica;Energia ElÃ©trica; R$14,38 ;ON; R$20.976.900.000,00 ;1458750000;17699400.0;0.0;0.0306;42.071.355.955.056;1301930000.0;0.002;0.032315;0.0;BNDES ParticipaÃ§Ãµes S/A- BNDESPAR
COCE3;CIA ENERG CEARA - COELCE - CIA ENERG CEARA - COELCE;Energia ElÃ©trica;Energia ElÃ©trica; R$36,18 ;ON; R$2.816.790.000,00 ;77855000;4141.0;0.0;10.916;84.592.622.454.545;342922000.0;0.03;0.246682;0.0;Enel Brasil S.A atual denominaÃ§Ã£o social de Endesa Brasil S.A
CORR3;CORREA RIBEIRO SA COM. IND. - CORREA RIBEIRO SA COM IND;ExploraÃ§Ã£o de ImÃ³veis;ExploraÃ§Ã£o de ImÃ³veis; R$12,00 ;ON; R$277.836,00 ;23153;0.0;0.0;0.0;0.0;-2471000.0;0.0;0.0;0.0;Correa Ribeiro Empreendimentos SC LTDA
CPFE3;CPFL ENERGIA S.A. - CPFL ENERGIA SA;Energia ElÃ©trica;Energia ElÃ©trica; R$28,20 ;ON; R$28.705.200.000,00 ;1017910000;9953280.0;0.0;0.2753;286770000.0;1911800000.0;0.01;0.15;0.0;Camargo CorrÃªa S.A.
CPFG3;CPFL GERAÃ‡Ã‚O DE ENERGIA S/A - CPFL GERAÃ‡ÃƒO DE ENERGIA S/A;Energia ElÃ©trica;Energia ElÃ©trica; R$12,65 ;ON; R$2.599.470.000,00 ;2,05492E+11;0.0;0.0;0.0;0.0;684831000.0;0.0;0.0;0.0;
CPLE3;COPEL - COMPANHIA PARANAENSE DE ENERGIA;Energia ElÃ©trica;Energia ElÃ©trica; R$29,20 ;ON; R$7.990.740.000,00 ;273655000;4693200.0;0.0;0.0818;279.988.502.415.459;1134200000.0;0.035;0.24686;0.0;LSV Asset Management
CPNY3;COMPANY  S/A - COMPANY SA;ConstruÃ§Ã£o e Engenharia;ConstruÃ§Ã£o Civil; R$2,35 ;ON; R$169.214.000,00 ;72006100;0.0;0.0;0.0;0.0;-15383000.0;0.0;0.0;0.0;
CPRE3;CPFL RENOVAV - CPFL ENERGIAS RENOVÃVEIS S.A.;Energia ElÃ©trica;Energia ElÃ©trica; R$15,15 ;ON; R$7.632.740.000,00 ;503811000;729056.0;0.0;0.0072;0.0;54309000.0;0.0;0.0;0.0;FIP PÃ¡tria Energia (PÃ¡tria Investimentos)
CPSL3;COPESUL - COPESUL - COMPANHIA PETROQUÃMICA DO SUL;;; R$38,02 ;ON; R$5.711.250.000,00 ;150217000;0.0;0.0;0.0;0.0;667337000.0;0.0;0.0;0.0;
CRBM3;CARAÃBA METAIS S.A - CARAIBA METAIS SA;Siderurgia e Metalurgia;Artefatos de Cobre; R$90,00 ;ON; R$2.700.810.000,00 ;30009000;0.0;0.0;0.0;0.0;-93294000.0;0.0;0.0;0.0;
CRDE3;CR2 - CR2 EMPREENDIMENTOS IMOBILIÃRIOS S/A;ConstruÃ§Ã£o e Engenharia;ConstruÃ§Ã£o Civil; R$19,94 ;ON; R$48.294.700,00 ;2422000;27852.0;0.0;0.0363;0.0;-10224000.0;0.0;0.0;0.0;ANA LETICIA CAVALCANTE BRANDAO
CREM3;CREMER S.A. - CREMER SA;SaÃºde;Medicamentos e Outros Produtos; R$14,50 ;ON; R$465.117.000,00 ;32077000;0.0;0.0;0.0191;4.688.113.636.364;14226000.0;0.01;0.329545;0.0;
CRFB3;CARREFOUR BR - ATACADÃƒO S.A.;ComÃ©rcio e DistribuiÃ§Ã£o;Alimentos; R$17,57 ;ON; R$34.847.000.000,00 ;1983320000;73667200.0;0.0;0.0;694.657.804.878.049;1621000000.0;0.02;0.428537;0.0;
CRIV3;ALFA FINANCEIRA - FINANCEIRA ALFA S.A.- C.F.I;Financeiros;Soc. CrÃ©dito e Financiamento; R$4,30 ;ON; R$442.655.000,00 ;102943000;8429.0;0.0;0.0005;4.425.246.031.746;64835000.0;0.01;0.068254;0.0;LAPB Poland Fundo de Investimento em AÃ§Ãµes
CRPG3;CRISTAL - CRISTAL PIGMENTOS DO BRASIL S.A.;QuÃ­micos;QuÃ­micos Diversos; R$33,50 ;ON; R$777.703.000,00 ;23215000;4435.0;0.0;0.0042;0.0;148502000.0;0.0;0.0;0.0;
CRTP3;CELULAR CRT PARTICIPAÃ‡Ã•ES S/A - CELULAR CRT PARTICIPAÃ‡Ã•ES S.A.;;; R$86,50 ;ON; R$2.878.810.000,00 ;33281000;0.0;0.0;0.0;0.0;129343000.0;0.0;0.0;0.0;
CRUZ3;SOUZA CRUZ - SOUZA CRUZ SA;Fumo;Cigarros e Fumo; R$27,59 ;ON; R$42.169.900.000,00 ;1528450000;0.0;0.0;0.4148;0.0;1666240000.0;0.0;0.0;0.0;
CSAB3;COMPANHIA DE SEGUROS ALIANÃ‡A DA BAHIA - CIA SEGUROS ALIANCA BAHIA;PrevidÃªncia e Seguros;Seguradoras; R$44,50 ;ON; R$341.760.000,00 ;7680000;1559.0;0.0;25.604;0.0;0.0;0.058;0.0;0.0;FundaÃ§Ã£o Maria EmÃ­lia Pedreira Freire de Carvalho
CSAN3;COSAN SA INDUSTRIA E COMERCIO - COSAN SA INDUSTRIA E COMERCIO;Alimentos;AÃ§ucar e Alcool; R$32,62 ;ON; R$13.305.800.000,00 ;407904000;50943600.0;0.0;11.086;452.079.492.666.667;1467420000.0;0.034;0.308078;0.0;AcoesTesouraria
