"CODE";"COMPANY";"SECTOR";"SECOND_SECTOR";"STOCK_PRICE";"STOCK_TYPE";"VALUATION";"STOCK_AVAILABLE_AMOUNT";"AVG_21_NEGOCIATION";"DIVIDEND_PERIOD";"DIVIDEND_LAST_PRICE";"DIVIDEND_TOTAL_VALUE_SHARED";"NET_PROFIT";"DIVIDEND_YELD";"AVG_PAYOUT_12_MONTHS";"AVG_PAYOUT_5_YEARS";"MAJOR_SHARE_HOLDER"
"SGAS3";"Wlm Industria e Comercio S/A";"Comércio";"";47.99;"ON";0.0;0.0;0.0;0.0;0.0;0.0;1792.0;0.0;0.0;0.0;""
"SGEN3";"Sergen Servicos Gerais de Engenharia S/A";"Construção";"";5.0;"ON";0.0;0.0;0.0;0.0;0.0;0.0;-493.0;0.0;0.0;0.0;""
"SGPS3";"Springs Global Participacoes S/A";"Têxtil";"";3.18;"ON";0.0;0.0;0.0;0.0;0.0;0.0;-29890.0;0.0;0.0;0.0;""
"SHUL3";"Schulz S/A";"Veículos e peças";"";0.0;"ON";0.0;0.0;0.0;0.0;0.0;0.0;45934.0;0.0;0.0;0.0;""
"SJOS3";"Fiacao e Tecelagem Sao Jose S/A";"Têxtil";"";1.19;"ON";0.0;0.0;0.0;0.0;0.0;0.0;-3555.0;0.0;0.0;0.0;""
"SLCE3";"SLC Agricola S/A";"Agro e Pesca";"";19.2;"ON";0.0;0.0;0.0;0.0;0.0;0.0;38105.0;0.0;0.0;0.0;""
"SLED3";"Saraiva S/A Livreiros Editores";"Outros";"";27.0;"ON";0.0;0.0;0.0;0.0;0.0;0.0;6054.0;0.0;0.0;0.0;""
"SMTO3";"Sao Martinho S/A";"Alimentos e Bebidas";"";28.6;"ON";0.0;0.0;0.0;0.0;0.0;0.0;7310.0;0.0;0.0;0.0;""
"SNSY3";"Sansuy S/A Industria de Plasticos.";"Outros";"";1.5;"ON";0.0;0.0;0.0;0.0;0.0;0.0;-13711.0;0.0;0.0;0.0;""
"SOND3";"Sondotecnica Engenharia de Solos S/A";"Outros";"";42.0;"ON";0.0;0.0;0.0;0.0;0.0;0.0;-1848.0;0.0;0.0;0.0;""
"SPRI3";"Springer S/A";"Eletroeletrônicos";"";0.46;"ON";0.0;0.0;0.0;0.0;0.0;0.0;7641.0;0.0;0.0;0.0;""
"SQRM3";"Itaitinga Participacoes S/A";"Outros";"";0.0;"ON";0.0;0.0;0.0;0.0;0.0;0.0;-24.0;0.0;0.0;0.0;""
"STBP3";"Santos Brasil Participações S/A";"Transporte e Serviços";"";0.0;"ON";0.0;0.0;0.0;0.0;0.0;0.0;-175.0;0.0;0.0;0.0;""
"STLB3";"Steel do Brasil Participações S/A";"Mineração";"";0.0;"ON";0.0;0.0;0.0;0.0;0.0;0.0;-7461.0;0.0;0.0;0.0;""
"STRP3";"Botucatu Têxtil S/A";"Têxtil";"";0.0;"ON";0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;""
"SULA3";"Sul America S/A";"Finanças e Seguros";"";0.0;"ON";0.0;0.0;0.0;0.0;0.0;0.0;483248.0;0.0;0.0;0.0;""
"SULT3";"Construtora Sultepa S/A";"Construção";"";1.2;"ON";0.0;0.0;0.0;0.0;0.0;0.0;-18585.0;0.0;0.0;0.0;""
"SUZB3";"Suzano Papel e Celulose S/A";"Papel e Celulose";"";0.0;"ON";0.0;0.0;0.0;0.0;0.0;0.0;-182126.0;0.0;0.0;0.0;""
"SZPQ3";"Quattor Petroquimica S/A";"Química";"";0.0;"ON";0.0;0.0;0.0;0.0;0.0;0.0;-9391.0;0.0;0.0;0.0;""
"TAMM3";"Tam S/A";"Transporte e Serviços";"";52.6;"ON";0.0;0.0;0.0;0.0;0.0;0.0;117811.0;0.0;0.0;0.0;""
"TBLE3";"Tractebel Energia S/A";"Energia Elétrica";"";35.98;"ON";0.0;0.0;0.0;0.0;0.0;0.0;1499923.0;0.0;0.0;0.0;""
"TCNO3";"Tecnosolo Engenharia S/A";"Outros";"";0.06;"ON";0.0;0.0;0.0;0.0;0.0;0.0;-8785.0;0.0;0.0;0.0;""
"TCSA3";"Tecnisa S/A";"Construção";"";9.74;"ON";0.0;0.0;0.0;0.0;0.0;0.0;-57472.0;0.0;0.0;0.0;""
"TCSL3";"Tim Participacoes S/A";"Telecomunicações";"";9.35;"ON";0.0;0.0;0.0;0.0;0.0;0.0;1448888.0;0.0;0.0;0.0;""
"TEKA3";"Teka Tecelagem Kuehnrich S/A";"Têxtil";"";0.46;"ON";0.0;0.0;0.0;0.0;0.0;0.0;27835.0;0.0;0.0;0.0;""
"TELB3";"Telecom Brasileiras S/A";"TelecomunicaÃ§Ãµes";"";6.64;"ON";0.0;0.0;9732.5;0.0;0.0;0.0;40754.0;0.0;0.0;0.0;""
"TEMP3";"Tempo Participacoes S/A";"Outros";"";3.28;"ON";0.0;0.0;0.0;0.0;0.0;0.0;52362.0;0.0;0.0;0.0;""
"TENE3";"Tecblu - Tecelagem Blumenau S/A";"TÃªxtil";"";0.0;"ON";0.0;0.0;0.0;0.0;0.0;0.0;-1186.0;0.0;0.0;0.0;""
"TGMA3";"Tegma Gestao Logistica S/A";"Transporte e ServiÃ§os";"";26.81;"ON";0.0;0.0;4274761.9;0.0;0.0;0.0;30260.0;0.0;0.0;0.0;""
"TIBR3";"Millennium Inorganic Chemicals do Brasil S/A";"QuÃ­mica";"";0.18;"ON";0.0;0.0;0.0;0.0;0.0;0.0;12269.0;0.0;0.0;0.0;""
"TIMP3";"Tim Participacoes S.A";"TelecomunicaÃ§Ãµes";"";0.0;"ON";0.0;0.0;18555238.1;0.0;0.0;0.0;1.0;0.0;0.0;0.0;""
"TKNO3";"Tekno S/A Industria e Comercio";"Siderurgia & Metalurgia";"";88.51;"ON";0.0;0.0;0.0;0.0;0.0;0.0;4022.0;0.0;0.0;0.0;""
"TLPP3";"Telecomunicacoes de Sao Paulo S/A-Telesp";"TelecomunicaÃ§Ãµes";"";0.0;"ON";0.0;0.0;0.0;0.0;0.0;0.0;647435.0;0.0;0.0;0.0;""
"TMAR3";"Telemar Norte Leste S/A";"TelecomunicaÃ§Ãµes";"";62.0;"ON";0.0;0.0;0.0;0.0;0.0;0.0;1900225.0;0.0;0.0;0.0;""
"TNCP3";"Tele Norte Celular Participacoes S/A";"TelecomunicaÃ§Ãµes";"";184.85;"ON";0.0;0.0;0.0;0.0;0.0;0.0;608709.0;0.0;0.0;0.0;""
"TNLP3";"Tele Norte Leste ParticipaÃ§Ãµes S/A";"TelecomunicaÃ§Ãµes";"";27.75;"ON";0.0;0.0;0.0;0.0;0.0;0.0;384558.0;0.0;0.0;0.0;""
"TOTS3";"Totvs S/A";"Software e Dados";"";36.92;"ON";0.0;0.0;9387142.86;0.0;0.0;0.0;207148.0;0.0;0.0;0.0;""
"TOYB3";"Tec Toy S/A";"Outros";"";0.02;"ON";0.0;0.0;542.35;0.0;0.0;0.0;1089.0;0.0;0.0;0.0;""
"TPIS3";"Tpi - Triunfo Participacoes e Investimentos S/A";"Transporte e ServiÃ§os";"";11.55;"ON";0.0;0.0;549662.38;0.0;0.0;0.0;-3781.0;0.0;0.0;0.0;""
"TRIS3";"Trisul S/A";"ConstruÃ§Ã£o";"";4.4;"ON";0.0;0.0;753294.76;0.0;0.0;0.0;8461.0;0.0;0.0;0.0;""
"TRNA3";"Transmissora AlianÃ§a de Energia ElÃ©trica S/A";"Energia ElÃ©trica";"";0.0;"ON";0.0;0.0;0.0;0.0;0.0;0.0;92168.0;0.0;0.0;0.0;""
"TROR3";"Trorion S/A";"QuÃ­mica";"";2.63;"ON";0.0;0.0;0.0;0.0;0.0;0.0;-87023.0;0.0;0.0;0.0;""
"TRPL3";"Cteep-Cia Transm Energia Eletr. Paulista";"Energia ElÃ©trica";"";49.5;"ON";0.0;0.0;56901.43;0.0;0.0;0.0;843488.0;0.0;0.0;0.0;""
"TRPN3";"Tarpon Investimentos S/A";"FinanÃ§as e Seguros";"";15.0;"ON";0.0;0.0;30165.71;0.0;0.0;0.0;40688.0;0.0;0.0;0.0;""
"TUPY3";"Tupy S/A";"VeÃ­culos e peÃ§as";"";20.8;"ON";0.0;0.0;4886666.67;0.0;0.0;0.0;66357.0;0.0;0.0;0.0;""
"TVIT3";"Tivit Terceirizacao de Processos Servicos e Tecnologia S/A";"Outros";"";19.3;"ON";0.0;0.0;0.0;0.0;0.0;0.0;14101.0;0.0;0.0;0.0;""
"TXRX3";"TÃªxtil Renauxview S/A";"TÃªxtil";"";0.18;"ON";0.0;0.0;0.0;0.0;0.0;0.0;-10643.0;0.0;0.0;0.0;""
"UCOP3";"Usina Costa Pinto S/A Acucar e Alcool";"Alimentos e Bebidas";"";0.0;"ON";0.0;0.0;0.0;0.0;0.0;0.0;29424.0;0.0;0.0;0.0;""
"UGPA3";"Ultrapar Participacoes S/A";"QuÃ­mica";"";54.6;"ON";0.0;0.0;54246190.48;0.0;0.0;0.0;1011009.0;0.0;0.0;0.0;""
"UNIP3";"Unipar- Uniao de Inds. Petroquimicas S/A";"QuÃ­mica";"";0.5;"ON";0.0;0.0;262797.62;0.0;0.0;0.0;39282.0;0.0;0.0;0.0;""
"UOLL3";"Universo Online S/A";"Software e Dados";"";0.0;"ON";0.0;0.0;0.0;0.0;0.0;0.0;46225.0;0.0;0.0;0.0;""
"USIM3";"Usinas Siderurgicas de Minas Gerais S/A";"Siderurgia & Metalurgia";"";8.78;"ON";0.0;0.0;76769.05;0.0;0.0;0.0;-639574.0;0.0;0.0;0.0;""
"VAGV3";"Savirg S/A ViaÃ§Ã£o AÃ©rea Riograndense";"Transporte e ServiÃ§os";"";0.0;"ON";0.0;0.0;0.0;0.0;0.0;0.0;-384171.0;0.0;0.0;0.0;""
"VALE3";"Vale S/A";"Mineração";"";0.0;"ON";0.0;0.0;0.0;0.0;0.0;0.0;9232934.0;0.0;0.0;0.0;""
"VINE3";"Vicunha TÃªxtil S/A";"TÃªxtil";"";0.0;"ON";0.0;0.0;0.0;0.0;0.0;0.0;52461.0;0.0;0.0;0.0;""
"VIVO3";"Vivo Participacoes S/A";"TelecomunicaÃ§Ãµes";"";0.0;"ON";0.0;0.0;0.0;0.0;0.0;0.0;1467503.0;0.0;0.0;0.0;""
"VPSC3";"Varig Partic. em Servicos Complementares S/A";"Transporte e ServiÃ§os";"";0.0;"ON";0.0;0.0;0.0;0.0;0.0;0.0;-37474.0;0.0;0.0;0.0;""
"VPTA3";"Varig Participacoes em Transp.Aereos S/A";"Outros";"";0.0;"ON";0.0;0.0;0.0;0.0;0.0;0.0;-6790.0;0.0;0.0;0.0;""
"VSPT3";"Ferrovia Centro-Atlantica S/A";"Transporte e ServiÃ§os";"";0.0;"ON";0.0;0.0;0.0;0.0;0.0;0.0;-163150.0;0.0;0.0;0.0;""
"VULC3";"Vulcabras S/A";"TÃªxtil";"";0.0;"ON";0.0;0.0;1794761.9;0.0;0.0;0.0;-307957.0;0.0;0.0;0.0;""
"WEGE3";"Weg S/A";"MÃ¡quinas Industriais";"";0.0;"ON";0.0;0.0;24700000.0;0.0;0.0;0.0;655979.0;0.0;0.0;0.0;""
"WHRL3";"Whirlpool S/A";"EletroeletrÃ´nicos";"";0.0;"ON";0.0;0.0;2421.67;0.0;0.0;0.0;616951.0;0.0;0.0;0.0;""
"WISA3";"Wiest S/A";"VeÃ­culos e peÃ§as";"";0.0;"ON";0.0;0.0;0.0;0.0;0.0;0.0;-2310.0;0.0;0.0;0.0;""
"WMBY3";"Wembley S/A";"TÃªxtil";"";0.0;"ON";0.0;0.0;0.0;0.0;0.0;0.0;-14557.0;0.0;0.0;0.0;""
"WSON11";"Wilson Sons Limited";"Transporte e ServiÃ§os";"";0.0;"ON";0.0;0.0;0.0;0.0;0.0;0.0;34326.0;0.0;0.0;0.0;""
