"CODE";"COMPANY";"SECTOR";"SECOND_SECTOR";"STOCK_PRICE";"STOCK_TYPE";"VALUATION";"STOCK_AVAILABLE_AMOUNT";"AVG_21_NEGOCIATION";"DIVIDEND_PERIOD";"DIVIDEND_LAST_PRICE";"DIVIDEND_TOTAL_VALUE_SHARED";"NET_PROFIT";"DIVIDEND_YELD";"AVG_PAYOUT_12_MONTHS";"AVG_PAYOUT_5_YEARS";"MAJOR_SHARE_HOLDER"
"FBMC3";"Fibam Cia Industrial";"Siderurgia & Metalurgia";"";80.0;"ON";0.0;0.0;0.0;0.0;0.0;0.0;-4325.0;0.0;0.0;0.0;""
"FCAP3";"Sam Industrias S/A";"Siderurgia & Metalurgia";"";0.62;"ON";0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;""
"FESA3";"Cia Ferro Ligas Bahia Ferbasa";"Siderurgia & Metalurgia";"";14.5;"ON";0.0;0.0;0.0;0.0;0.0;0.0;29991.0;0.0;0.0;0.0;""
"FFTL3";"VALEFERT";"Química";"";25.0;"ON";0.0;0.0;0.0;0.0;0.0;0.0;275731.0;0.0;0.0;0.0;""
"FGUI3";"Cia Têxtil Ferreira Guimaraes";"Têxtil";"";12.0;"ON";0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;""
"FHER3";"Fertilizantes Heringer S/A";"Química";"";9.5;"ON";0.0;0.0;0.0;0.0;0.0;0.0;68621.0;0.0;0.0;0.0;""
"FIBR3";"Fibria Celulose S/A";"Papel e Celulose";"";23.05;"ON";0.0;0.0;0.0;0.0;0.0;0.0;-697970.0;0.0;0.0;0.0;""
"FIGE3";"Investimentos Bemge S/A";"Outros";"";35.0;"ON";0.0;0.0;0.0;0.0;0.0;0.0;1900.0;0.0;0.0;0.0;""
"FJTA3";"Forjas Taurus S/A";"Siderurgia & Metalurgia";"";3.08;"ON";0.0;0.0;0.0;0.0;0.0;0.0;9517.0;0.0;0.0;0.0;""
"FLRY3";"Fleury S/A";"Outros";"";20.29;"ON";0.0;0.0;0.0;0.0;0.0;0.0;106588.0;0.0;0.0;0.0;""
"FNCN3";"Finansinos S/A-Credito, Finan. e Invest.";"Finanças e Seguros";"";0.0;"ON";0.0;0.0;0.0;0.0;0.0;0.0;1394.0;0.0;0.0;0.0;""
"FRAS3";"Fras-Le S/A";"Veículos e peças";"";11.4;"ON";0.0;0.0;0.0;0.0;0.0;0.0;25059.0;0.0;0.0;0.0;""
"FRIO3";"Metalfrio Solutions S/A";"Máquinas Industriais";"";3.6;"ON";0.0;0.0;0.0;0.0;0.0;0.0;12959.0;0.0;0.0;0.0;""
"FTRX3";"Fab Tecidos Carlos Renaux S/A";"Têxtil";"";0.17;"ON";0.0;0.0;0.0;0.0;0.0;0.0;-10502.0;0.0;0.0;0.0;""
"GAFP3";"Cimob Participacoes S/A";"Construção";"";0.12;"ON";0.0;0.0;0.0;0.0;0.0;0.0;-445.0;0.0;0.0;0.0;""
"GAZO3";"Gazola S/A Industria Metalurgica";"Siderurgia & Metalurgia";"";3.4;"ON";0.0;0.0;0.0;0.0;0.0;0.0;-374.0;0.0;0.0;0.0;""
"GEPA3";"Duke Energy Int, Geracao Paranapanema S/A";"Energia Elétrica";"";58.15;"ON";0.0;0.0;0.0;0.0;0.0;0.0;64968.0;0.0;0.0;0.0;""
"GETI3";"AES Tiete S/A";"Energia Elétrica";"";20.35;"ON";0.0;0.0;0.0;0.0;0.0;0.0;901263.0;0.0;0.0;0.0;""
"GFSA3";"Gafisa S/A";"Construção";"";3.99;"ON";0.0;0.0;0.0;0.0;0.0;0.0;-76363.0;0.0;0.0;0.0;""
"GGBR3";"Gerdau S/A";"Siderurgia & Metalurgia";"";12.25;"ON";0.0;0.0;0.0;0.0;0.0;0.0;1425633.0;0.0;0.0;0.0;""
"GLOB3";"Globex Utilidades S/A";"Comércio";"";0.0;"ON";0.0;0.0;0.0;0.0;0.0;0.0;-65810.0;0.0;0.0;0.0;""
"GNAN3B";"Neoenergia S/A";"Energia Elétrica";"";0.0;"ON";0.0;0.0;0.0;0.0;0.0;0.0;370321.0;0.0;0.0;0.0;""
"GOAU3";"Metalurgica Gerdau S/A";"Siderurgia & Metalurgia";"";14.19;"ON";0.0;0.0;0.0;0.0;0.0;0.0;456731.0;0.0;0.0;0.0;""
"GOLL3";"Gol Linhas Aereas Inteligentes S/A";"Transporte e Serviços";"";0.0;"ON";0.0;0.0;0.0;0.0;0.0;0.0;-309352.0;0.0;0.0;0.0;""
"GPAR3";"Goias Participações S/A";"Energia Elétrica";"";16.76;"ON";0.0;0.0;0.0;0.0;0.0;0.0;-693308.0;0.0;0.0;0.0;""
"GPCP3";"GPC Participacoes S/A";"Outros";"";0.1;"ON";0.0;0.0;0.0;0.0;0.0;0.0;-4956.0;0.0;0.0;0.0;""
"GRND3";"Grendene S/A";"Têxtil";"";21.84;"ON";0.0;0.0;0.0;0.0;0.0;0.0;429891.0;0.0;0.0;0.0;""
"GRUC3";"Grucai Participacoes S/A";"Outros";"";0.0;"ON";0.0;0.0;0.0;0.0;0.0;0.0;-24.0;0.0;0.0;0.0;""
"GSHP3";"General Shopping Brasil S/A";"Outros";"";11.59;"ON";0.0;0.0;0.0;0.0;0.0;0.0;-10407.0;0.0;0.0;0.0;""
"GUAR3";"Guararapes Confeccoes S/A";"Têxtil";"";101.02;"ON";0.0;0.0;0.0;0.0;0.0;0.0;365551.0;0.0;0.0;0.0;""
"HAGA3";"Haga S/A Industria e Comercio";"Siderurgia & Metalurgia";"";1.65;"ON";0.0;0.0;0.0;0.0;0.0;0.0;999.0;0.0;0.0;0.0;""
"HBOR3";"Helbor Empreendimentos S/A";"Construção";"";10.01;"ON";0.0;0.0;0.0;0.0;0.0;0.0;81631.0;0.0;0.0;0.0;""
"HBTS3";"Companhia Habitasul de Participacoes";"Outros";"";0.0;"ON";0.0;0.0;0.0;0.0;0.0;0.0;-4928.0;0.0;0.0;0.0;""
"HETA3";"Hercules S/A - Fabrica de Talheres";"Siderurgia & Metalurgia";"";1.01;"ON";0.0;0.0;0.0;0.0;0.0;0.0;-7322.0;0.0;0.0;0.0;""
"HGTX3";"Cia Hering";"Têxtil";"";42.3;"ON";0.0;0.0;0.0;0.0;0.0;0.0;311014.0;0.0;0.0;0.0;""
"HOOT3";"Hoteis Othon S/A";"Outros";"";0.0;"ON";0.0;0.0;0.0;0.0;0.0;0.0;-607.0;0.0;0.0;0.0;""
"HYPE3";"Hypermarcas S/A";"Outros";"";17.6;"ON";0.0;0.0;0.0;0.0;0.0;0.0;203913.0;0.0;0.0;0.0;""
"IDNT3";"Ideiasnet S/A";"Outros";"";1.95;"ON";0.0;0.0;0.0;0.0;0.0;0.0;-4.0;0.0;0.0;0.0;""
"IDVL3";"Banco Indusval S/A";"Finanças e Seguros";"";8.76;"ON";0.0;0.0;0.0;0.0;0.0;0.0;14254.0;0.0;0.0;0.0;""
"IENG3";"Inepar Energia S/A";"Energia Elétrica";"";0.15;"ON";0.0;0.0;0.0;0.0;0.0;0.0;-62025.0;0.0;0.0;0.0;""
"IGBR3";"IGB Eletronica S/A";"Eletroeletrônicos";"";8.79;"ON";0.0;0.0;0.0;0.0;0.0;0.0;268934.0;0.0;0.0;0.0;""
"IGTA3";"Iguatemi Empresa de Shopping Centers S/A";"Construção";"";26.7;"ON";0.0;0.0;0.0;0.0;0.0;0.0;128950.0;0.0;0.0;0.0;""
"IGUA3";"Cia. Iguacu de Cafe Soluvel";"Alimentos e Bebidas";"";5.0;"ON";0.0;0.0;0.0;0.0;0.0;0.0;-1846.0;0.0;0.0;0.0;""
"ILMD3";"Yara Brasil Fertilizantes S/A";"Química";"";29.0;"ON";0.0;0.0;0.0;0.0;0.0;0.0;74182.0;0.0;0.0;0.0;""
"IMBI3";"Cia Docas de Imbituba";"Transporte e Serviços";"";0.89;"ON";0.0;0.0;0.0;0.0;0.0;0.0;-1149.0;0.0;0.0;0.0;""
"INEP3";"Inepar S/A Ind e Construcoes";"Outros";"";1.5;"ON";0.0;0.0;0.0;0.0;0.0;0.0;-17972.0;0.0;0.0;0.0;""
"INET3";"Inepar Telecomunicacoes S/A";"Telecomunicações";"";0.04;"ON";0.0;0.0;0.0;0.0;0.0;0.0;-185.0;0.0;0.0;0.0;""
"INPR3";"Inpar S/A";"Construção";"";0.0;"ON";0.0;0.0;0.0;0.0;0.0;0.0;28674.0;0.0;0.0;0.0;""
"ITEC3";"Itautec S/A - Grupo Itautec";"Eletroeletrônicos";"";39.0;"ON";0.0;0.0;0.0;0.0;0.0;0.0;662.0;0.0;0.0;0.0;""
"ITSA3";"Itausa - Investimentos Itau S/A";"Outros";"";13.4;"ON";0.0;0.0;0.0;0.0;0.0;0.0;4539000.0;0.0;0.0;0.0;""
"ITUB3";"Itau Unibanco Holding S/A";"Finanças e Seguros";"";32.31;"ON";0.0;0.0;0.0;0.0;0.0;0.0;10799538.0;0.0;0.0;0.0;""
"JBDU3";"Inds J. B. Duarte S/A";"Alimentos e Bebidas";"";0.55;"ON";0.0;0.0;0.0;0.0;0.0;0.0;-2125.0;0.0;0.0;0.0;""
"JBSS3";"JBS S/A";"Alimentos e Bebidas";"";7.02;"ON";0.0;0.0;0.0;0.0;0.0;0.0;762890.0;0.0;0.0;0.0;""
"JFEN3";"Joao Fortes Engenharia S/A";"Construção";"";5.6;"ON";0.0;0.0;0.0;0.0;0.0;0.0;9292.0;0.0;0.0;0.0;""
"JHSF3";"JHSF Participacoes S/A";"Construção";"";6.91;"ON";0.0;0.0;0.0;0.0;0.0;0.0;44851.0;0.0;0.0;0.0;""
"JOPA3";"Josapar- Joaquim Oliveira S/A Particip";"Alimentos e Bebidas";"";22.6;"ON";0.0;0.0;0.0;0.0;0.0;0.0;14885.0;0.0;0.0;0.0;""
"JSLG3";"Julio Simões Logistica S/A";"Transporte e Serviços";"";16.4;"ON";0.0;0.0;0.0;0.0;0.0;0.0;58431.0;0.0;0.0;0.0;""
"KEPL3";"Kepler Weber S/A";"Siderurgia & Metalurgia";"";17.12;"ON";0.0;0.0;0.0;0.0;0.0;0.0;31281.0;0.0;0.0;0.0;""
"KLBN3";"Klabin S/A";"Papel e Celulose";"";13.5;"ON";0.0;0.0;0.0;0.0;0.0;0.0;751965.0;0.0;0.0;0.0;""
"KROT3";"Kroton Educacional S/A";"Outros";"";31.87;"ON";0.0;0.0;0.0;0.0;0.0;0.0;60906.0;0.0;0.0;0.0;""
"LAME3";"Lojas Americanas S/A";"Comércio";"";16.3;"ON";0.0;0.0;0.0;0.0;0.0;0.0;391656.0;0.0;0.0;0.0;""
"LARK3";"Lark S/A Maq e Equipamentos";"Outros";"";0.0;"ON";0.0;0.0;0.0;0.0;0.0;0.0;1154.0;0.0;0.0;0.0;""
"LEVE3";"Mahle Metal Leve S/A";"Veículos e peças";"";27.05;"ON";0.0;0.0;0.0;0.0;0.0;0.0;179514.0;0.0;0.0;0.0;""
"LFFE3";"La Fonte Telecom S/A";"Telecomunicações";"";2.5;"ON";0.0;0.0;0.0;0.0;0.0;0.0;-6742.0;0.0;0.0;0.0;""
"LGLO3";"Livraria do Globo S/A";"Comércio";"";0.0;"ON";0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;""
"LHER3";"Lojas Hering S/A";"Comércio";"";16.5;"ON";0.0;0.0;0.0;0.0;0.0;0.0;55.0;0.0;0.0;0.0;""
"LIGT3";"Light S/A";"Energia Elétrica";"";18.95;"ON";0.0;0.0;0.0;0.0;0.0;0.0;84121.0;0.0;0.0;0.0;""
"LIPR3";"Eletrobrás Participações S/A - Eletropar";"Energia Elétrica";"";48.9;"ON";0.0;0.0;0.0;0.0;0.0;0.0;2569.0;0.0;0.0;0.0;""
"LIXC3";"Const Lix da Cunha S/A";"Construção";"";1.2;"ON";0.0;0.0;0.0;0.0;0.0;0.0;87.0;0.0;0.0;0.0;""
"LLIS3";"Restoque Comercio e Confeccoes de Roupas S/A";"Têxtil";"";9.19;"ON";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;""
"LLXL3";"Llx Logistica S/A";"Outros";"";1.97;"ON";0.0;0.0;0.0;0.0;0.0;0.0;-5175.0;0.0;0.0;0.0;""
"LOGN3";"Log-In Logistica Intermodal S/A";"Transporte e Serviços";"";10.47;"ON";0.0;0.0;0.0;0.0;0.0;0.0;12604.0;0.0;0.0;0.0;""
"LPSB3";"Lps Brasil - Consultoria de Imoveis S/A";"Construção";"";18.3;"ON";0.0;0.0;0.0;0.0;0.0;0.0;19644.0;0.0;0.0;0.0;""
"LREN3";"Lojas Renner S/A";"Comércio";"";75.37;"ON";0.0;0.0;0.0;0.0;0.0;0.0;355401.0;0.0;0.0;0.0;""
"LUPA3";"Lupatech S/A";"Siderurgia & Metalurgia";"";1.12;"ON";0.0;0.0;0.0;0.0;0.0;0.0;-57341.0;0.0;0.0;0.0;""
"LUXM3";"Trevisa Investimentos S/A";"Outros";"";48.0;"ON";0.0;0.0;0.0;0.0;0.0;0.0;2098.0;0.0;0.0;0.0;""
"MAGG3";"Magnesita Refratarios S/A";"Mineração";"";7.64;"ON";0.0;0.0;0.0;0.0;0.0;0.0;9698.0;0.0;0.0;0.0;""
"MAPT3";"Cemepe Investimentos S/A";"Outros";"";0.63;"ON";0.0;0.0;0.0;0.0;0.0;0.0;-19.0;0.0;0.0;0.0;""
"MARI3";"Marisa S/A";"Comércio";"";0.0;"ON";0.0;0.0;0.0;0.0;0.0;0.0;27130.0;0.0;0.0;0.0;""
"MDIA3";"M Dias Branco S/A Ind e Com de Alimentos";"Alimentos e Bebidas";"";88.8;"ON";0.0;0.0;0.0;0.0;0.0;0.0;470538.0;0.0;0.0;0.0;""
"MEND3";"Mendes Jr Engenharia S/A";"Construção";"";60.02;"ON";0.0;0.0;0.0;0.0;0.0;0.0;52617.0;0.0;0.0;0.0;""
"MERC3";"Mercantil Brasil Financ S/A Cfi";"Finanças e Seguros";"";6.4;"ON";0.0;0.0;0.0;0.0;0.0;0.0;16768.0;0.0;0.0;0.0;""
"MGEL3";"Mangels Industrial S/A";"Siderurgia & Metalurgia";"";25.0;"ON";0.0;0.0;0.0;0.0;0.0;0.0;-2448.0;0.0;0.0;0.0;""
"MILS3";"Mills Estruturas e Serviços de Engenharia S/A.";"Outros";"";33.1;"ON";0.0;0.0;0.0;0.0;0.0;0.0;151516.0;0.0;0.0;0.0;""
"MLFT3";"Jereissati Participações S/A";"Outros";"";1.87;"ON";0.0;0.0;0.0;0.0;0.0;0.0;63952.0;0.0;0.0;0.0;""
"MMAQ3";"Minasmaquinas S/A";"Comércio";"";0.0;"ON";0.0;0.0;0.0;0.0;0.0;0.0;8143.0;0.0;0.0;0.0;""
"MMXM3";"MMX Mineracao e Metalicos S/A";"Mineração";"";1.84;"ON";0.0;0.0;0.0;0.0;0.0;0.0;-100627.0;0.0;0.0;0.0;""
"MNDL3";"Mundial S/A - Produtos de Consumo";"Siderurgia & Metalurgia";"";11.01;"ON";0.0;0.0;0.0;0.0;0.0;0.0;-710.0;0.0;0.0;0.0;""
"MNPR3";"Minupar Participacoes S/A";"Alimentos e Bebidas";"";0.08;"ON";0.0;0.0;0.0;0.0;0.0;0.0;-9830.0;0.0;0.0;0.0;""
"MOAR3";"Monteiro Aranha S/A";"Outros";"";138.5;"ON";0.0;0.0;0.0;0.0;0.0;0.0;37876.0;0.0;0.0;0.0;""
"MPLU3";"Multiplus S/A";"Outros";"";30.75;"ON";0.0;0.0;0.0;0.0;0.0;0.0;224305.0;0.0;0.0;0.0;""
"MPXE3";"MPX Energia S/A";"Energia Elétrica";"";8.49;"ON";0.0;0.0;0.0;0.0;0.0;0.0;-434454.0;0.0;0.0;0.0;""
"MRFG3";"Marfrig Frigorificos e Com. Alimentos S/A";"Alimentos e Bebidas";"";6.6;"ON";0.0;0.0;0.0;0.0;0.0;0.0;10415.0;0.0;0.0;0.0;""
"MRSL3";"Marisol S/A";"Têxtil";"";3.3;"ON";0.0;0.0;0.0;0.0;0.0;0.0;6481.0;0.0;0.0;0.0;""
"MRVE3";"MRV Engenharia e Participacoes S/A";"Construção";"";8.01;"ON";0.0;0.0;0.0;0.0;0.0;0.0;150693.0;0.0;0.0;0.0;""
"MSPA3";"Companhia Melhoramentos de São Paulo";"Papel e Celulose";"";22.0;"ON";0.0;0.0;0.0;0.0;0.0;0.0;-6641.0;0.0;0.0;0.0;""
"MTIG3";"Metalgrafica Iguacu S/A";"Siderurgia & Metalurgia";"";0.58;"ON";0.0;0.0;0.0;0.0;0.0;0.0;-2473.0;0.0;0.0;0.0;""
"MTSA3";"Metisa Metalurgica Timboense S/A";"Siderurgia & Metalurgia";"";60.0;"ON";0.0;0.0;0.0;0.0;0.0;0.0;6755.0;0.0;0.0;0.0;""
"MULT3";"Multiplan Empreendimentos Imobiliarios S/A";"Outros";"";58.8;"ON";0.0;0.0;0.0;0.0;0.0;0.0;389362.0;0.0;0.0;0.0;""
"MWET3";"Wetzel S/A";"Veículos e peças";"";4.0;"ON";0.0;0.0;0.0;0.0;0.0;0.0;-2538.0;0.0;0.0;0.0;""
"MYPK3";"Iochpe-Maxion S/A";"Veículos e peças";"";22.79;"ON";0.0;0.0;0.0;0.0;0.0;0.0;66864.0;0.0;0.0;0.0;""
"NAFG3";"Nadir Figueiredo Ind. e Com. S/A";"Minerais não Metálicos";"";0.0;"ON";0.0;0.0;0.0;0.0;0.0;0.0;-3764.0;0.0;0.0;0.0;""
"NATU3";"Natura Cosmeticos S/A";"Comércio";"";50.85;"ON";0.0;0.0;0.0;0.0;0.0;0.0;861222.0;0.0;0.0;0.0;""
"NCNE3";"VBC Energia S/A";"Energia Elétrica";"";0.0;"ON";0.0;0.0;0.0;0.0;0.0;0.0;182835.0;0.0;0.0;0.0;""
"NEMO3";"Suzano Holding S/A";"Outros";"";0.0;"ON";0.0;0.0;0.0;0.0;0.0;0.0;-20788.0;0.0;0.0;0.0;""
"NETC3";"Net Servicos de Comunicacao S/A";"Outros";"";30.0;"ON";0.0;0.0;0.0;0.0;0.0;0.0;393702.0;0.0;0.0;0.0;""
"NORD3";"Nordon Inds Metalurgicas S/A";"Máquinas Industriais";"";4.7;"ON";0.0;0.0;0.0;0.0;0.0;0.0;-330.0;0.0;0.0;0.0;""
"NUTR3M";"Nutriplant Industria e Comercio S/A";"Química";"";2.35;"ON";0.0;0.0;0.0;0.0;0.0;0.0;7751.0;0.0;0.0;0.0;""
"ODER3";"Conservas Oderich S/A";"Alimentos e Bebidas";"";0.0;"ON";0.0;0.0;0.0;0.0;0.0;0.0;5006.0;0.0;0.0;0.0;""
"ODPV3";"Odontoprev S/A";"Outros";"";9.57;"ON";0.0;0.0;0.0;0.0;0.0;0.0;145763.0;0.0;0.0;0.0;""
"OGXP3";"OGX Petroleo e Gas Participações S/A";"Petróleo e Gás";"";1.67;"ON";0.0;0.0;0.0;0.0;0.0;0.0;-343619.0;0.0;0.0;0.0;""
"OHLB3";"Obrascon Huarte Lain Brasil S/A";"Transporte e Serviços";"";0.0;"ON";0.0;0.0;0.0;0.0;0.0;0.0;99495.0;0.0;0.0;0.0;""
"OSXB3";"OSX Brasil S/A";"Veículos e peças";"";2.36;"ON";0.0;0.0;0.0;0.0;0.0;0.0;-26334.0;0.0;0.0;0.0;""
"PATI3";"Panatlantica S/A";"Siderurgia & Metalurgia";"";17.0;"ON";0.0;0.0;0.0;0.0;0.0;0.0;15470.0;0.0;0.0;0.0;""
"PCAR3";"Companhia Brasileira de Distribuicao";"Comércio";"";74.99;"ON";0.0;0.0;0.0;0.0;0.0;0.0;1051181.0;0.0;0.0;0.0;""
"PDGR3";"PDG Realty S/A Empreend. e Participacoes";"Construção";"";2.24;"ON";0.0;0.0;0.0;0.0;0.0;0.0;27053.0;0.0;0.0;0.0;""
"PEAB3";"Cia de Participações Aliança da Bahia";"Outros";"";29.0;"ON";0.0;0.0;0.0;0.0;0.0;0.0;-4802.0;0.0;0.0;0.0;""
"PETR3";"Petroleo Brasileiro S/A";"Petróleo e Gás";"";18.75;"ON";0.0;0.0;0.0;0.0;0.0;0.0;20894905.0;0.0;0.0;0.0;""
"PFRM3";"Profarma Distrib. Produtos Farmaceuticos S/A";"Comércio";"";21.5;"ON";0.0;0.0;0.0;0.0;0.0;0.0;11136.0;0.0;0.0;0.0;""
"PINE3";"Banco Pine S/A";"Finanças e Seguros";"";0.0;"ON";0.0;0.0;0.0;0.0;0.0;0.0;187453.0;0.0;0.0;0.0;""
"PITI3";"LF Tel S/A";"Telecomunicações";"";0.0;"ON";0.0;0.0;0.0;0.0;0.0;0.0;-13379.0;0.0;0.0;0.0;""
"PLAS3";"Plascar Participacoes Industriais S/A";"Veículos e peças";"";0.44;"ON";0.0;0.0;0.0;0.0;0.0;0.0;-57668.0;0.0;0.0;0.0;""
"PMAM3";"Paranapanema S/A";"Siderurgia & Metalurgia";"";5.93;"ON";0.0;0.0;0.0;0.0;0.0;0.0;-206476.0;0.0;0.0;0.0;""
"PMET3";"Pro Metalurgia S/A";"Veículos e peças";"";0.0;"ON";0.0;0.0;0.0;0.0;0.0;0.0;-14154.0;0.0;0.0;0.0;""
"PNOR3";"Pronor Petroquimica S/A";"Química";"";0.0;"ON";0.0;0.0;0.0;0.0;0.0;0.0;2114.0;0.0;0.0;0.0;""
"PNVL3";"Dimed S/A - Distribuidora de Medicamentos";"Comércio";"";270.27;"ON";0.0;0.0;0.0;0.0;0.0;0.0;14275.0;0.0;0.0;0.0;""
"POMO3";"Marcopolo S/A";"Veículos e peças";"";12.29;"ON";0.0;0.0;0.0;0.0;0.0;0.0;302357.0;0.0;0.0;0.0;""
"POSI3";"Positivo Informatica S/A";"Eletroeletrônicos";"";4.16;"ON";0.0;0.0;0.0;0.0;0.0;0.0;7538.0;0.0;0.0;0.0;""
"PPAR3";"Polpar S/A";"Outros";"";250.02;"ON";0.0;0.0;0.0;0.0;0.0;0.0;15.0;0.0;0.0;0.0;""
"PQTM3";"Hopi Hari S/A";"Outros";"";0.0;"ON";0.0;0.0;0.0;0.0;0.0;0.0;-7980.0;0.0;0.0;0.0;""
"PRBC3";"Parana Banco S/A";"Finanças e Seguros";"";0.0;"ON";0.0;0.0;0.0;0.0;0.0;0.0;196692.0;0.0;0.0;0.0;""
"PRVI3";"Companhia Providencia Ind e Comercio";"Química";"";8.65;"ON";0.0;0.0;0.0;0.0;0.0;0.0;45071.0;0.0;0.0;0.0;""
"PSEG3";"Sauipe S/A";"Outros";"";0.0;"ON";0.0;0.0;0.0;0.0;0.0;0.0;-5046.0;0.0;0.0;0.0;""
"PSSA3";"Porto Seguro S/A";"Finanças e Seguros";"";25.75;"ON";0.0;0.0;0.0;0.0;0.0;0.0;682580.0;0.0;0.0;0.0;""
"PTBL3";"Portobello S/A";"Minerais não Metálicos";"";5.37;"ON";0.0;0.0;0.0;0.0;0.0;0.0;21702.0;0.0;0.0;0.0;""
"PTNT3";"Pettenati S/A Ind Têxtil";"Têxtil";"";1.0;"ON";0.0;0.0;0.0;0.0;0.0;0.0;-1449.0;0.0;0.0;0.0;""
"PTPA3";"Petropar S/A";"Outros";"";20.3;"ON";0.0;0.0;0.0;0.0;0.0;0.0;313689.0;0.0;0.0;0.0;""
"QGEP3";"Queiroz GalvÃ£o ExploraÃ§Ã£o e ProduÃ§Ã£o";"PetrÃ³leo e GÃ¡s";"";0.0;"ON";0.0;0.0;4479523.81;0.0;0.0;0.0;82468.0;0.0;0.0;0.0;""
"QVUM3B";"521 Participacoes S/A";"Outros";"";0.0;"ON";0.0;0.0;0.0;0.0;0.0;0.0;830.0;0.0;0.0;0.0;""
"RAIA3";"Droga Raia";"ComÃ©rcio";"";0.0;"ON";0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;""
"RANI3";"Celulose Irani S/A";"Papel e Celulose";"";1.83;"ON";0.0;0.0;0.0;0.0;0.0;0.0;-687.0;0.0;0.0;0.0;""
"RAPT3";"Randon S/A Implementos e Participacoes";"Veículos e peças";"";10.1;"ON";0.0;0.0;0.0;0.0;0.0;0.0;101052.0;0.0;0.0;0.0;""
"RCSL3";"Recrusul S/A";"Veículos e peças";"";0.11;"ON";0.0;0.0;0.0;0.0;0.0;0.0;-3719.0;0.0;0.0;0.0;""
"RDCD3";"Redecard S/A";"Finanças e Seguros";"";35.16;"ON";0.0;0.0;0.0;0.0;0.0;0.0;769243.0;0.0;0.0;0.0;""
"RDNI3";"Rodobens Negocios Imobiliarios S/A";"Construção";"";14.31;"ON";0.0;0.0;0.0;0.0;0.0;0.0;14658.0;0.0;0.0;0.0;""
"REDE3";"Rede Energia S/A";"Energia Elétrica";"";2.09;"ON";0.0;0.0;0.0;0.0;0.0;0.0;-485063.0;0.0;0.0;0.0;""
"REEM3";"Rimet Empreend. Inds. e Comerciais S/A";"Siderurgia & Metalurgia";"";0.0;"ON";0.0;0.0;0.0;0.0;0.0;0.0;-15049.0;0.0;0.0;0.0;""
"RENT3";"Localiza Rent A Car S/A";"Outros";"";33.5;"ON";0.0;0.0;0.0;0.0;0.0;0.0;71446.0;0.0;0.0;0.0;""
"RHDS3";"M&G Poliester S/A";"Química";"";0.09;"ON";0.0;0.0;0.0;0.0;0.0;0.0;-7852.0;0.0;0.0;0.0;""
"RNAR3";"Renar Macas S/A";"Agro e Pesca";"";0.14;"ON";0.0;0.0;0.0;0.0;0.0;0.0;-1121.0;0.0;0.0;0.0;""
"ROMI3";"Industrias Romi S/A";"Máquinas Industriais";"";5.41;"ON";0.0;0.0;0.0;0.0;0.0;0.0;-38007.0;0.0;0.0;0.0;""
"RPAD3";"Alfa Holdings S/A";"Outros";"";3.55;"ON";0.0;0.0;0.0;0.0;0.0;0.0;52406.0;0.0;0.0;0.0;""
"RPMG3";"Refinaria de Petroleo de Manguinhos S/A";"Petróleo e Gás";"";0.25;"ON";0.0;0.0;0.0;0.0;0.0;0.0;-112902.0;0.0;0.0;0.0;""
"RSID3";"Rossi Residencial S/A";"Construção";"";3.22;"ON";0.0;0.0;0.0;0.0;0.0;0.0;18771.0;0.0;0.0;0.0;""
"RSIP3";"Rasip Agro Pastoril S/A";"Agro e Pesca";"";0.44;"ON";0.0;0.0;0.0;0.0;0.0;0.0;3007.0;0.0;0.0;0.0;""
"RSUL3";"Metalurgica Riosulense S/A";"Veículos e peças";"";0.0;"ON";0.0;0.0;0.0;0.0;0.0;0.0;-2718.0;0.0;0.0;0.0;""
"SANB3";"Banco Santander (Brasil) S/A";"Finanças e Seguros";"";0.14;"ON";0.0;0.0;0.0;0.0;0.0;0.0;3187378.0;0.0;0.0;0.0;""
"SAPR3";"Cia. de Saneamento do Parana - Sanepar";"Outros";"";0.0;"ON";0.0;0.0;0.0;0.0;0.0;0.0;486928.0;0.0;0.0;0.0;""
"SBSP3";"Cia Saneamento Basico Estado Sao Paulo";"Outros";"";26.87;"ON";0.0;0.0;0.0;0.0;0.0;0.0;361764.0;0.0;0.0;0.0;""
"SCAR3";"Sao Carlos Empreendimentos e Part. S/A";"Outros";"";46.0;"ON";0.0;0.0;0.0;0.0;0.0;0.0;23231.0;0.0;0.0;0.0;""
"SCLO3";"Cia Indl Schlosser S/A";"Têxtil";"";14.1;"ON";0.0;0.0;0.0;0.0;0.0;0.0;-3896.0;0.0;0.0;0.0;""
"SEBB3";"Seb - Sistema Educacional Brasileiro S/A";"Outros";"";0.0;"ON";0.0;0.0;0.0;0.0;0.0;0.0;-6169.0;0.0;0.0;0.0;""
"SFSA3";"Banco Sofisa S/A";"Finanças e Seguros";"";0.0;"ON";0.0;0.0;0.0;0.0;0.0;0.0;9204.0;0.0;0.0;0.0;""
