"STOCK_CODE";"COMPANY";"SECTOR";"SECOND_SECTOR";"STOCK_PRICE";"STOCK_TYPE";"VALUATION";"STOCK_AVAILABLE_AMOUNT";"AVG_21_NEGOCIATION";"DIVIDEND_PERIOD";"DIVIDEND_LAST_PRICE";"NET_PROFIT";"DIVIDEND_YELD";"AVG_PAYOUT_12_MONTHS";"AVG_PAYOUT_5_YEARS";"MAJOR_SHARE_HOLDER";"ROE";"ROE_5_YRS";"GROSS_DEBT_OVER_EBTIDA";"DIVIDEND_YIELD_5_YRS";"HAS_DIVIDEND_SRD_5_YERS";"HAS_DIVIDEND_GRWTH_5_YRS";"HAS_NET_PROFIT_REG_5_YRS";"DT_LAST_UPDATE"
"BELG3";"BELGO - COMPANHIA SIDERÚRGICA BELGO-MINEIRA";"";"";1375.5;"ON";895441000.0;650993000.0;0.0;0.0;0.0;2508410000.0;0.0;0.0;1.0;"";0.0;0.0;0.0;0.0;"1";"0";"0";"2019-01-24 11:15:11"
"BEMA3";"Bematech - BEMATECH IND COM EQUIP ELETRONICOS SA";"Computadores e Equipamentos";"Computadores e Equipamentos";10.8;"ON";556934000.0;51568000.0;0.0;0.0;0.1585;36355000.0;0.0;0.0;1.0;"";0.0;0.0;0.0;0.0;"1";"0";"0";"2019-01-24 11:15:11"
"BERG3";"BERGAMO - BERGAMO CIA INDUSTRIAL";"";"";33.0;"ON";0.0;0.0;0.0;0.0;0.0;-9796000.0;0.0;0.0;1.0;"";0.0;0.0;0.0;0.0;"1";"0";"0";"2019-01-24 11:15:11"
"BESP3";"BANESPA - BANCO DO ESTADO DE SAO PAULO S.A. - BANESPA";"";"";330.0;"ON";12786800000.0;38747800000.0;0.0;0.0;0.0;1232260000.0;0.0;0.0;1.0;"";0.0;0.0;0.0;0.0;"1";"0";"0";"2019-01-24 11:15:11"
"BFIT3";"BANCO SUDAMERIS BRASIL SA - BANCO SUDAMERIS BRASIL SA";"";"";0.98;"ON";3812740000.0;3890550000.0;0.0;0.0;0.0;206183000.0;0.0;0.0;1.0;"";0.0;0.0;0.0;0.0;"1";"0";"0";"2019-01-24 11:15:11"
"BGIP3";"BANESE - BANCO ESTADO SERGIPE SA";"Financeiros";"Bancos";37.0;"ON";565545000.0;15285000.0;0.0;0.0;0.2371;84114000.0;0.0378;0.2251;0.16295;"";0.2391;0.1688;0.0;0.0;"1";"1";"1";"2019-01-24 11:15:11"
"BHGR3";"BHG - BHG S.A. - BRAZIL HOSPITALITY GROUP";"Exploração de Imóveis";"Exploração de Imóveis";19.1;"ON";1186900000.0;62141400.0;0.0;0.0;0.0;-4361000.0;0.0;0.0;1.0;"";0.0;0.0;0.0;0.0;"1";"0";"0";"2019-01-24 11:15:11"
"BICB3";"BicBanco - BANCO INDUSTRIAL E COMERCIAL S/A";"Financeiros";"Bancos";8.0;"ON";2023230000.0;252904000.0;0.0;0.0;0.0203;-859618000.0;0.0;0.0;1.0;"";0.0;0.0;0.0;0.0;"1";"0";"0";"2019-01-24 11:15:11"
"BIOM3";"BIOMM SA - BIOMM SA";"Saúde";"Medicamentos e Outros Produtos";8.0;"ON";382264000.0;47783000.0;7500.0;0.0;0.0;-38473000.0;0.0;0.0;-4.5e-05;"";-0.4213;-0.2363;-0.015;0.0;"1";"0";"0";"2019-01-24 11:15:11"
"BISA3";"BROOKFIELD INCORPORACOES - BROOKFIELD INCORPORACOES S.A.";"Construção e Engenharia";"Construção Civil";1.58;"ON";2116570000.0;1339600000.0;0.0;0.0;0.2118;-1197110000.0;0.0;0.0;1.0;"";0.0;0.0;0.0;0.0;"1";"0";"0";"2019-01-24 11:15:11"
"BKBR3";"BK BRASIL - BK BRASIL OPERAÇÃO E ASSESSORIA A RESTAURANTES SA";"Hoteis e Restaurantes";"Restaurante e Similares";20.35;"ON";4564040000.0;224277000.0;993640.0;0.0;0.0;66234000.0;0.0;0.0;-2.5e-05;"";0.0567;0.0;-0.0103;0.0;"1";"0";"1";"2019-01-24 11:15:11"
"BMEB3";"BANCO MERCANTIL DO BRASIL S/A - BANCO MERCANTIL BRASIL SA";"Financeiros";"Bancos";7.4;"ON";387878000.0;52416000.0;0.0;0.0;0.1922;54993000.0;0.0;0.0;-1.38628;"";0.0;0.0;0.0;0.0;"1";"0";"1";"2019-01-24 11:15:12"
"BMEF3";"BMF - BOLSA DE MERCADORIAS & FUTUROS - BM&F S/A";"Serviços Financeiros Diversos";"Serviços Financeiros Diversos";11.0;"ON";11118600000.0;1010790000.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;"";0.0;0.0;0.0;0.0;"1";"0";"0";"2019-01-24 11:15:12"
"BMIN3";"BANCO MERCANTIL DE INVESTIMENTOS SA - BCO MERCANTIL INVS SA";"Financeiros";"Bancos";14.21;"ON";68563200.0;4825000.0;0.0;0.0;0.6;2618000.0;0.0689;0.0;0.919066;"";0.0296;0.02;0.0;0.0;"1";"1";"0";"2019-01-24 11:15:12"
"BMKS3";"MONARK - BICICLETAS MONARK SA";"Viagens e Lazer";"Bicicletas";280.55;"ON";127580000.0;454750.0;0.0;0.0;17.83;1934000.0;0.1029;2.5757;1.168921;"";0.0192;0.061;0.3628;0.1483;"1";"1";"0";"2019-01-24 11:15:12"
"BMTO3";"BRASMOTOR S.A - BRASMOTOR SA";"Utilidades Domésticas";"Eletrodomésticos";7.82;"ON";2239990000.0;286444000.0;0.0;0.0;0.2837;125572000.0;0.0;0.0;1.0;"";0.0;0.0;0.0;0.0;"1";"0";"0";"2019-01-24 11:15:12"
"BNBR3";"BANCO DO NORDESTE - BANCO DO NORDESTE DO BRASIL SA";"Financeiros";"Bancos";39.52;"ON";3413380000.0;86371000.0;0.0;0.0;4.1338;642188000.0;0.0398;0.2078;0.36042;"";0.1744;0.1798;0.0;0.1031;"1";"1";"0";"2019-01-24 11:15:12"
"BNCA3";"NOSSA CAIXA-NOSSO BANCO - BANCO NOSSA CAIXA S.A.";"Financeiros";"Bancos";70.3;"ON";7524630000.0;107036000.0;0.0;0.0;0.0;-83325000.0;0.0;0.0;1.0;"";0.0;0.0;0.0;0.0;"1";"0";"0";"2019-01-24 11:15:12"
"BOBR3";"BOMBRIL SA - BOMBRIL SA";"Prods. de Uso Pessoal e de Limpeza";"Produtos de Limpeza";0.0;"ON";0.0;54065000.0;0.0;0.0;0.1617;137976000.0;0.0;0.0;1.0;"";0.0;0.0;0.0304;0.0;"1";"0";"0";"2019-01-24 11:15:12"
"BOVH3";"Bovespa Hld - BOVESPA HOLDING SA";"Serviços Financeiros Diversos";"Serviços Financeiros Diversos";15.71;"ON";11356600000.0;722888000.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;"";0.0;0.0;0.0;0.0;"1";"0";"0";"2019-01-24 11:15:12"
"BPAC3";"BTGP BANCO - BCO BTG PACTUAL S.A.";"Financeiros";"Bancos";9.29;"ON";24499900000.0;2637240000.0;0.0;0.0;0.0174;851341000.0;0.0485;0.2626;0.198157;"";0.1301;0.1315;0.2762;0.0;"1";"1";"0";"2019-01-24 11:15:12"
"BPAR3";"BANPARÁ S.A. - BANCO ESTADO PARA SA";"Financeiros";"Bancos";151.0;"ON";1437820000.0;9522000.0;0.0;0.0;4.6666;317116000.0;33.647;0.0;1.0;"";0.0;0.306;0.0;0.0;"1";"0";"0";"2019-01-24 11:15:12"
"BPAT33";"Patagonia - BANCO PATAGONIA SA";"Financeiros";"Bancos";20.0;"PN";748156000.0;748156000.0;0.0;0.0;7.3996;0.0;0.37;0.0;1.0;"";0.0;0.3292;0.0;0.0;"1";"0";"0";"2019-01-24 11:15:12"
"BPHA3";"BRAZIL PHARMA S.A. - BR PHARMA";"Comércio e Distribuição";"Medicamentos";1.55;"ON";175276000.0;113081000.0;79130.0;0.0;0.0077;-398619000.0;0.0;0.0;-1e-06;"";0.0;-0.9494;-0.01;0.0;"1";"0";"0";"2019-01-24 11:15:13"
"BPIA3";"BEP - BANCO DO ESTADO DO PIAUÍ S.A.";"Financeiros";"Bancos";6.1;"ON";82276800.0;13488000.0;0.0;0.0;0.0;14583000.0;0.0;0.0;1.0;"";0.0;0.0;0.0;0.0;"1";"0";"0";"2019-01-24 11:15:13"
"BPNM3";"BANCO PAN - BCO PAN S.A.";"Financeiros";"Bancos";0.0;"ON";0.0;1141810000.0;0.0;0.0;0.0066;202764000.0;0.0;0.0;1.0;"";0.0;0.0;0.0;0.0;"1";"0";"0";"2019-01-24 11:15:13"
"BRAP3";"BRADESPAR S/A - BRADESPAR S/A";"Holdings Diversificadas";"Holdings Diversificadas";31.7;"ON";11032700000.0;348034000.0;25890.0;0.0;1.1682;555814000.0;0.022;0.6796;2.659175;"";0.0615;-0.0328;0.0;0.0595;"1";"0";"1";"2019-01-24 11:15:13"
"BRDT3";"PETROBRAS BR - PETROBRAS DISTRIBUIDORA S/A";"Petróleo, Gás e Biocombustíveis";"Exploração e/ou Refino e Distribuição";26.35;"ON";30697700000.0;1165000000.0;4950000.0;0.0;0.3722;2119000000.0;0.0;0.547;2.986216;"";0.2433;0.0;0.0133;0.0;"1";"0";"1";"2019-01-24 11:15:13"
"BRFS3";"BRF Foods - BRF Foods";"Alimentos";"Carnes e Derivados";23.75;"ON";19296200000.0;812473000.0;5840000.0;0.0;0.1218;-3315050000.0;0.0239;0.0;1e-06;"";-0.287;0.0913;0.2707;0.0168;"1";"0";"0";"2019-01-24 11:15:13"
"BRGE3";"CONSORCIO ALFA - CONSORCIO ALFA DE ADMINISTRAÇÃO SA";"Financeiros";"Bancos";4.65;"ON";342454000.0;73646000.0;0.0;0.0;0.0015;61191000.0;0.0004;0.002;0.075283;"";0.0609;0.0566;-0.8237;0.0;"1";"1";"0";"2019-01-24 11:15:13"
"BRIN3";"BR Insurance - BRASIL INSURANCE PARTICIPAÇÕES E ADMINISTRAÇÃO S.A";"Previdência e Seguros";"Corretoras de Seguros";18.25;"ON";140124000.0;7678000.0;28360.0;0.0;0.026;-70992000.0;0.0;0.0;-1.4e-05;"";-0.2651;-0.0845;0.0;0.0;"1";"0";"0";"2019-01-24 11:15:13"
"BRIV3";"ALFA DE INVESTIMENTO - BANCO ALFA DE INVESTIMENTO SA";"Financeiros";"Bancos";6.4;"ON";567046000.0;88601000.0;0.0;0.0;0.0327;53438000.0;0.0;0.0957;0.277949;"";0.021;0.0;-0.6897;0.0;"1";"0";"0";"2019-01-24 11:15:13"
"BRKM3";"BRASKEM - BRASKEM S.A.";"Químicos";"Petroquímicos";48.65;"ON";38784700000.0;797219000.0;1450.0;0.0;1.8857;3331330000.0;0.0412;0.7507;0.525538;"";0.5067;0.0932;0.0148;0.0425;"1";"0";"1";"2019-01-24 11:15:13"
