"STOCK_CODE";"COMPANY";"SECTOR";"SECOND_SECTOR";"STOCK_PRICE";"STOCK_TYPE";"VALUATION";"STOCK_AVAILABLE_AMOUNT";"AVG_21_NEGOCIATION";"DIVIDEND_PERIOD";"DIVIDEND_LAST_PRICE";"NET_PROFIT";"DIVIDEND_YELD";"AVG_PAYOUT_12_MONTHS";"AVG_PAYOUT_5_YEARS";"MAJOR_SHARE_HOLDER";"ROE";"ROE_5_YRS";"GROSS_DEBT_OVER_EBTIDA";"DIVIDEND_YIELD_5_YRS";"HAS_DIVIDEND_SRD_5_YERS";"HAS_DIVIDEND_GRWTH_5_YRS";"HAS_NET_PROFIT_REG_5_YRS";"DT_LAST_UPDATE"
"AALR3";"ALLIAR - CENTRO DE IMAGEM DIAGNOSTICOS S.A.";"Saúde";"Serviços Médico - Hospitalares, Análises e Diagnósticos";14.41;"ON";1704600000.0;118293000.0;224880.0;0.0;0.0;10317000.0;0.0;0.0;0.000887;"";0.0148;0.0;0.0362;0.0;"1";"0";"0";"2019-01-24 11:15:06"
"ABCB3";"ABC Brasil - BANCO ABC BRASIL S/A";"Financeiros";"Bancos";0.0;"ON";0.0;211133000.0;0.0;0.0;0.0;446918000.0;0.0;0.0;1.0;"";0.0;0.0;0.0;0.0;"1";"0";"0";"2019-01-24 11:15:06"
"ABEV3";"AMBEV S/A - AMBEV S.A.";"Bebidas";"Cervejas e Refrigerantes";17.18;"ON";270106000000.0;15722100000.0;20260000.0;0.0;0.16;10783700000.0;0.0318;0.806;0.962412;"";0.2058;0.252;-0.0035;0.0479;"1";"0";"0";"2019-01-24 11:15:06"
"ABRE3";"SOMOS EDUCA - SOMOS EDUCAÇÃO S.A.";"";"";0.0;"ON";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;"";0.0;0.0;0.0;0.0;"1";"0";"0";"2019-01-24 11:15:06"
"ABYA3";"ABYARA - ABYARA PLANEJAMENTO IMOBILIARIO S.A.";"Construção e Engenharia";"Construção Civil";4.91;"ON";515088000.0;104906000.0;0.0;0.0;0.0;-2398000.0;0.0;0.0;1.0;"";0.0;0.0;0.0;0.0;"1";"0";"0";"2019-01-24 11:15:06"
"ACES3";"ARCELORMITTAL INOX BRASIL - ARCELORMITTAL INOX BRASIL S.A.";"Siderurgia e Metalurgia";"Siderurgia";95.27;"ON";7080470000.0;74320000.0;0.0;0.0;0.0;805922000.0;0.0;0.0;1.0;"";0.0;0.0;0.0;0.0;"1";"0";"0";"2019-01-24 11:15:07"
"ADHM3";"VITALYZE.ME - VITALYZE.ME SAUDE E TECNOLOGIA S.A.";"Prods. de Uso Pessoal e de Limpeza";"Produtos de Uso Pessoal";1.39;"PN";10512600.0;7563000.0;6150.0;0.0;0.0;-5196340.0;0.0;0.0;-0.00012;"";0.0;0.0;0.0;0.0;"1";"0";"0";"2019-01-24 11:15:07"
"AEDU3";"ANHANGUERA EDUCACIONAL PARTICIPAÇÕES SA - ANHANGUERA EDUCACIONAL PARTICIPAÇÕES S.A";"Diversos";"Educacional";18.35;"ON";8020250000.0;437071000.0;0.0;0.0;0.0;135159000.0;0.0;0.0;1.0;"";0.0;0.0;0.0;0.0;"1";"0";"0";"2019-01-24 11:15:07"
"AELP3";"AES ELPA - AES ELPA SA";"Energia Elétrica";"Energia Elétrica";1.93;"ON";181318000.0;93947000.0;0.0;0.0;0.1273;21369000.0;0.0;0.0;1.0;"";0.0;0.0;0.0;0.0;"1";"0";"0";"2019-01-24 11:15:07"
"AESL3";"AES SUL DISTRIB. GAÚCHA DE ENERGIA S.A. - AES SUL DISTRIB. GAÚCHA DE ENERGIA S.A.";"Energia Elétrica";"Energia Elétrica";10081.9;"ON";11346400000.0;1125430.0;0.0;0.0;0.0;159160000.0;0.0;0.0;1.0;"";0.0;0.0;0.0;0.0;"1";"0";"0";"2019-01-24 11:15:07"
"AFLT3";"AFLUENTE T - AFLUENTE TRANSMISSÃO DE ENERGIA ELÉTRICA S/A";"Energia Elétrica";"Energia Elétrica";4.6;"ON";290191000.0;63085000.0;1270.0;0.0;0.1044;13948000.0;0.0336;0.5479;1.046141;"";0.295;0.199;0.0;0.0;"1";"0";"0";"2019-01-24 11:15:07"
"AFLU3";"AFLUENTE - AFLUENTE GER.E TRANSM.ENERG.ELETR. S.A.";"Energia Elétrica";"Energia Elétrica";5.15;"ON";96912700.0;18818000.0;0.0;0.0;0.2865;10594000.0;0.0;0.0;1.0;"";0.0;0.0;0.0;0.0;"1";"0";"0";"2019-01-24 11:15:07"
"AGEI3";"AGRE EMP IMOB - AGRE EMPREENDIMENTOS IMOBILIÁRIOS S.A.";"Construção e Engenharia";"Construção Civil";7.8;"ON";2340000000.0;300000000.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;"";0.0;0.0;0.0;0.0;"1";"0";"0";"2019-01-24 11:15:07"
"AGEN33";"Agrenco - AGRENCO LTD. ";"Comércio e Distribuição";"Alimentos";0.16;"PN";24649000.0;154056000.0;0.0;0.0;0.0;98514000.0;0.0;0.0;1.0;"";0.0;0.0;0.0;0.0;"1";"0";"0";"2019-01-24 11:15:07"
"AGIN3";"Agra Incorp - AGRA EMPREENDIMENTOS IMOBILIÁRIOS S/A";"Construção e Engenharia";"Construção Civil";5.29;"ON";1265880000.0;239297000.0;0.0;0.0;0.0;149671000.0;0.0;0.0;1.0;"";0.0;0.0;0.0;0.0;"1";"0";"0";"2019-01-24 11:15:07"
"AGRO3";"BRASILAGRO - BRASILAGRO - CIA BRAS DE PROP AGRICOLAS";"Exploração de Imóveis";"Exploração de Imóveis";16.05;"ON";913067000.0;56888900.0;46280.0;0.0;0.7621;242841000.0;0.0487;0.0;0.602584;"";0.3066;0.0979;0.0;0.0377;"1";"0";"1";"2019-01-24 11:15:07"
"AHEB3";"PARQUE ANHEMBI - SAO PAULO TURISMO S.A.";"Exploração de Imóveis";"Exploração de Imóveis";39.99;"ON";300805000.0;7522000.0;0.0;0.0;0.0;-13477000.0;0.0;0.0;-4.1e-05;"";-0.5823;-0.2306;0.0;0.0;"1";"0";"1";"2019-01-24 11:15:07"
"ALBA3";"DANA-ALBARUS S/A INDÚSTRIA E COMÉRCIO - DANA-ALBARUS S.A. INDÚSTRIA E COMÉRCIO";"";"";2.15;"ON";0.0;0.0;0.0;0.0;0.0;70162000.0;0.0;0.0;1.0;"";0.0;0.0;0.0;0.0;"1";"0";"0";"2019-01-24 11:15:07"
"ALLL3";"ALL - AMÉRICA LATINA LOGÍSTICA S/A - ALL AMERICA LATINA LOGISTICA SA";"Transporte";"Transporte Ferroviário";3.97;"ON";6189290000.0;1559020000.0;0.0;0.0;0.0045;74689000.0;0.0;0.0;1.0;"";0.0;0.0;0.0;0.0;"1";"0";"0";"2019-01-24 11:15:08"
"ALPA3";"ALPARGATAS - SAO PAULO ALPARGATAS SA";"Tecidos, Vestuário e Calçados";"Calçados";18.2;"ON";8562190000.0;470450000.0;2630.0;0.0;0.2008;304645000.0;0.0;0.9574;0.644292;"";0.1295;0.168;-0.0005;0.0421;"1";"1";"1";"2019-01-24 11:15:08"
"ALSC3";"ALIANSCE - ALIANSCE SHOPPING CENTERS S.A.";"Exploração de Imóveis";"Exploração de Imóveis";20.12;"ON";4079050000.0;202736000.0;541700.0;0.0;0.1166;91082000.0;0.0085;0.2698;1.1e-05;"";0.0379;0.0534;-0.0166;0.0185;"1";"0";"1";"2019-01-24 11:15:08"
"ALUP3";"ALUPAR - ALUPAR INVESTIMENTOS S/A";"Energia Elétrica";"Energia Elétrica";7.6;"ON";6681240000.0;879111000.0;1200.0;0.0;0.11;345540000.0;0.0;0.4575;1.996497;"";0.1239;0.114;0.0234;0.0;"1";"0";"1";"2019-01-24 11:15:08"
"AMAR3";"LOJAS MARISA - MARISA LOJAS S.A.";"Comércio";"Tecidos, Vestuário e Calçados";5.62;"ON";1146960000.0;204086000.0;888550.0;0.0;0.0654;-131498000.0;0.0;0.0;-3e-05;"";-0.1476;0.0453;0.0351;0.0;"1";"0";"0";"2019-01-24 11:15:08"
"AMBV3";"AMBEV - COMPANHIA DE BEBIDAS DAS AMÉRICAS-AMBEV";"Bebidas";"Cervejas e Refrigerantes";87.0;"ON";272509000000.0;3132290000.0;0.0;0.0;0.0;10226600000.0;0.0;0.0;1.0;"";0.0;0.0;0.0;0.0;"1";"0";"0";"2019-01-24 11:15:08"
"AMIL3";"AMIL - AMIL PARTICIPAÇÕES S/A";"Saúde";"Serviços Médico - Hospitalares, Análises e Diagnósticos";32.2;"ON";11809200000.0;366746000.0;0.0;0.0;0.0;-161157000.0;0.0;0.0;1.0;"";0.0;0.0;0.0;0.0;"1";"0";"0";"2019-01-24 11:15:08"
"AMPI3";"AMPLA INVEST - AMPLA INVESTIMENTOS E SERVICOS S.A.";"Energia Elétrica";"Energia Elétrica";55.0;"ON";660000000.0;12000000000.0;0.0;0.0;0.0;53200000.0;0.0;0.0;1.0;"";0.0;0.0;0.0;0.0;"1";"0";"0";"2019-01-24 11:15:08"
"ANIM3";"ANIMA - GAEC EDUCAÇÃO S.A.";"Diversos";"Educacional";19.69;"ON";1546770000.0;78556000.0;287970.0;0.0;0.2536;31120000.0;0.0149;0.0312;0.204356;"";0.0448;0.1376;0.0154;0.0088;"1";"0";"1";"2019-01-24 11:15:08"
"AORE3";"VITALYZE.ME - VITALYZE.ME SAUDE E TECNOLOGIA S.A.";"";"";0.0;"ON";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;"";0.0;0.0;0.0;0.0;"1";"0";"0";"2019-01-24 11:15:08"
"ARCE3";"BELGO - COMPANHIA SIDERÚRGICA BELGO-MINEIRA";"";"";54.0;"ON";35153600000.0;650993000.0;0.0;0.0;0.0;2508410000.0;0.0;0.0;1.0;"";0.0;0.0;0.0;0.0;"1";"0";"0";"2019-01-24 11:15:08"
"ARCZ3";"ARACRUZ CELULOSE SA - ARACRUZ CELULOSE S/A";"Madeira e Papel";"Papel e Celulose";3.66;"ON";3779150000.0;1032550000.0;0.0;0.0;0.0;-2011130000.0;0.0;0.0;1.0;"";0.0;0.0;0.0;0.0;"1";"0";"0";"2019-01-24 11:15:09"
"ARLA3";"ARTHUR LANGE - ARTHUR LANGE SA IND E COM";"Tecidos, Vestuário e Calçados";"Couro";2.47;"ON";11016200.0;4460000.0;0.0;0.0;0.0;-6810000.0;0.0;0.0;1.0;"";0.0;0.0;0.0;0.0;"1";"0";"0";"2019-01-24 11:15:09"
"ARPS3";"DOUAT CIA TEXTIL - DOUAT CIA TEXTIL";"";"";0.3;"ON";0.0;0.0;0.0;0.0;0.0;-2581000.0;0.0;0.0;1.0;"";0.0;0.0;0.0;0.0;"1";"0";"0";"2019-01-24 11:15:09"
"ARTE3";"KUALA S.A. - KUALA SA";"";"";7.7;"ON";1216600.0;158000.0;0.0;0.0;0.0;-34544000.0;0.0;0.0;1.0;"";0.0;0.0;0.0;0.0;"1";"0";"0";"2019-01-24 11:15:09"
"ARTR3";"ARTERIS - ARTERIS S.A.";"Transporte";"Exploração de Rodovias";10.01;"ON";5754540000.0;574879000.0;0.0;0.0;0.0966;-77743000.0;0.0;0.0;1.0;"";0.0;0.0;0.0;0.0;"1";"0";"0";"2019-01-24 11:15:09"
"ARZZ3";"AREZZO CO - AREZZO INDÚSTRIA E COMÉRCIO S.A.";"Comércio";"Tecidos, Vestuário e Calçados";51.9;"ON";4686670000.0;90302000.0;330950.0;0.0;0.277;155746000.0;0.0225;0.578;0.494144;"";0.2319;0.2089;-0.005;0.0309;"1";"1";"1";"2019-01-24 11:15:09"
"ASSM3";"HOTEIS ELDORADO - COMPANHIA  ELDORADO DE HOTEIS";"";"";7.12;"ON";1687440.0;237000.0;0.0;0.0;0.0;5044000.0;0.0;0.0;1.0;"";0.0;0.0;0.0;0.0;"1";"0";"0";"2019-01-24 11:15:09"
"ATOM3";"ATOMPAR - ATOM PARTICIPACOES S.A.";"Outros";"Outros";2.5;"ON";52247500.0;20899000.0;50850.0;0.0;0.0;8189000.0;0.0;0.0;0.001389;"";0.0;0.0;0.0;0.0;"1";"0";"1";"2019-01-24 11:15:09"
"AUTM3";"AUTOMETAL - AUTOMETAL S.A.";"Material de Transporte";"Material Rodoviário";19.7;"ON";2477650000.0;125769000.0;0.0;0.0;0.0;123852000.0;0.0;0.0;1.0;"";0.0;0.0;0.0;0.0;"1";"0";"0";"2019-01-24 11:15:09"
"AVIL3";"ACOS VILLARES - AÇOS VILLARES SA";"Siderurgia e Metalurgia";"Siderurgia";0.93;"ON";4598210000.0;4944310000.0;0.0;0.0;0.0;354481000.0;0.0;0.0;1.0;"";0.0;0.0;0.0;0.0;"1";"0";"0";"2019-01-24 11:15:09"
"AZEV3";"AZEVEDO & TRAVASSOS - AZEVEDO & TRAVASSOS SA";"Construção e Engenharia";"Construção Pesada";6.5;"ON";175500000.0;27000000.0;0.0;0.0;0.0186;-84871000.0;0.0;0.0;-3.5e-05;"";0.0;-0.0831;-0.005;0.0;"1";"0";"0";"2019-01-24 11:15:09"
"B3SA3";"B3 - B3 S.A. - BRASIL, BOLSA, BALCÃO";"Serviços Financeiros Diversos";"Serviços Financeiros Diversos";31.16;"ON";64162700000.0;2059140000.0;10380000.0;0.0;0.1241;2020630000.0;0.0246;0.7522;0.596391;"";0.0819;0.0719;0.0;0.037;"1";"1";"1";"2019-01-24 11:15:09"
"BAHI3";"BAHEMA - BAHEMA SA";"Holdings Diversificadas";"Holdings Diversificadas";149.5;"ON";175210000.0;1171970.0;0.0;0.0;0.6419;-1668000.0;0.0093;0.0;3.845082;"";-0.0305;0.0112;1.4336;0.0;"1";"1";"0";"2019-01-24 11:15:10"
"BALM3";"BAUMER - BAUMER SA";"Máquinas e Equipamentos";"Máqs. e Equips. Hospitalares";11.0;"ON";107800000.0;9800000.0;0.0;0.0;0.03;3707000.0;0.0;1.6837;0.445227;"";0.0318;0.1431;0.0343;0.0;"1";"0";"0";"2019-01-24 11:15:10"
"BAZA3";"BANCO DA AMAZONIA S.A. - BANCO DA AMAZÔNIA S.A.";"Financeiros";"Bancos";26.0;"ON";770796000.0;29646000.0;1120.0;0.0;0.0338;44664000.0;0.0408;0.0;0.410406;"";0.0231;0.0996;0.0;0.1072;"1";"0";"0";"2019-01-24 11:15:10"
"BBAS3";"BANCO DO BRASIL S.A. - BANCO DO BRASIL S.A.";"";"";0.0;"ON";0.0;0.0;10560000.0;0.0;0.014;0.0;0.0189;0.1637;0.171657;"";0.1386;0.1695;-0.2662;0.0878;"1";"1";"1";"2019-01-24 11:15:10"
"BBDC3";"BANCO BRADESCO S.A. - BANCO BRADESCO SA";"Financeiros";"Bancos";38.12;"ON";256161000000.0;6719860000.0;2390000.0;0.0;0.1726;17795800000.0;0.0156;0.1404;0.330626;"";0.1561;0.1811;-0.1129;0.0474;"1";"1";"0";"2019-01-24 11:15:10"
"BBRK3";"BR Brokers - BRASIL BROKERS PARTICIPAÇÕES SA";"Construção e Engenharia";"Intermediação Imobiliária";6.82;"ON";247418000.0;36278300.0;143880.0;0.0;0.3728;-106844000.0;0.0;0.0;-1.1e-05;"";-0.3533;-0.1157;0.0058;0.0;"1";"0";"0";"2019-01-24 11:15:10"
"BBSE3";"BBSEGURIDADE - BB SEGURIDADE PARTICIPAÇÕES S.A.";"Previdência e Seguros";"Seguradoras";29.65;"ON";59300000000.0;2000000000.0;3920000.0;0.0;0.7809;0.0;0.0622;0.9335;0.787449;"";0.3726;0.4789;0.0;0.0628;"1";"0";"1";"2019-01-24 11:15:10"
"BBTG13";"BTG PACTUAL - BTG PACTUAL PARTICIPATIONS. LTD.";"Financeiros";"Gestão de Recursos e Investimentos";0.0;"PN";0.0;10000.0;0.0;0.0;0.0;-257451000.0;0.0;0.0;1.0;"";0.0;0.0;0.0;0.0;"1";"0";"0";"2019-01-24 11:15:10"
"BDLL3";"BAEDELLA - BARDELLA SA INDS MECANICAS";"Máquinas e Equipamentos";"Máqs. e Equips. Industriais";51.0;"ON";81600000.0;1600000.0;0.0;0.0;0.0;-110942000.0;0.0;0.0;1.0;"";0.0;-0.1459;-0.0338;0.0;"1";"0";"0";"2019-01-24 11:15:10"
"BECE3";"BEC - BANCO DO ESTADO DO CEARA S/A BEC";"";"";9.1;"ON";841468000.0;92469000.0;0.0;0.0;0.0;-246262000.0;0.0;0.0;1.0;"";0.0;0.0;0.0;0.0;"1";"0";"0";"2019-01-24 11:15:10"
"BEEF3";"Minerva - MINERVA S/A";"Alimentos";"Carnes e Derivados";5.44;"ON";2049180000.0;376687000.0;1850000.0;0.0;0.2643;-1486070000.0;0.0489;0.0;-0.120771;"";0.0;-1.1009;0.0885;0.0;"1";"0";"0";"2019-01-24 11:15:10"
"BEES3";"BANESTES S/A - BANESTES SA BANCO ESTADO ESPIRITO SANTO";"Financeiros";"Bancos";4.75;"ON";1500590000.0;315913000.0;20150.0;0.0;0.0029;187323000.0;0.0512;0.2833;6e-06;"";0.1326;0.1322;-0.3931;0.0746;"1";"0";"1";"2019-01-24 11:15:11"
